MPIO_CDPMP,north,south,east,west
08421,0.7092612154257943,0,0,0.2393720008013092
08433,0.7317282578686547,0,0,0.1991711164049646
08436,0.6902046046524133,0,0,0.2198115187265037
08520,0.7155592377930251,0,0,0.19500778484109296
08549,0.7204030482232392,0,0,0.23817388852970683
08558,0.7232066492636047,0,0,0.20471529398047927
08560,0.7050070981446223,0,0,0.19828095900003415
08573,0.7481772386157011,0,0,0.21087019360589945
08606,0.6958330168578818,0,0,0.23565681835919883
08634,0.7265293094860623,0,0,0.19485126984235385
08638,0.7079418549550777,0,0,0.21638278905715536
08675,0.6796163747705135,0,0,0.2175738857947941
08685,0.7207463519009808,0,0,0.1978559395069975
08758,0.7379037600936388,0,0,0.19596400261847827
08770,0.6751082089585051,0,0,0.21083867568020945
08832,0.7379367129212974,0,0,0.2197490261071105
08849,0.7203749259510576,0,0,0.21956887675524445
13001,0.689682399857584,0,0,0.2758773315340882
13006,0.49728429366991145,0,0,0.16125107370835254
13030,0.511456797196006,0,0,0.12855645444669497
13042,0.4675829818007734,0,0,0.11836342457550933
13052,0.6596605786250639,0,0,0.2644724821129818
13062,0.667825002188457,0,0,0.22468050296467545
13074,0.5197499132587744,0,0,0.12480665832109941
13140,0.6654135482116718,0,0,0.22170928580419874
13160,0.35150763105870425,0,0,0.11757535857603024
13188,0.5617938212042333,0,0,0.18556102765554752
13212,0.5939028044524728,0,0,0.20937363803728065
13222,0.7010022508509537,0,0,0.25791378582755337
13244,0.6107350976216425,0,0,0.23982368083273942
13248,0.6460296988233187,0,0,0.21326303924731105
13268,0.522766296256639,0,0,0.09586700205450065
13433,0.6611347318306978,0,0,0.24234838733909633
13440,0.5427602726419946,0,0,0.1321031454190008
13442,0.6398329575071415,0,0,0.2613041313292554
13458,0.4334576890137675,0,0,0.15956026070477478
13468,0.5520217608482689,0,0,0.1690103297274336
13473,0.4583838872027253,0,0,0.10269070624854273
13490,0.48497831701404637,0,0,0.11939541812401273
13549,0.5234796250214246,0,0,0.1505977911069089
13580,0.5077220033590744,0,0,0.08880311851389926
13600,0.4835969254746041,0,0,0.10565939939407779
13620,0.681310319856969,0,0,0.2300468487970696
13647,0.6807794576370254,0,0,0.2452899944212577
13654,0.6250146946723354,0,0,0.2338321554792073
13655,0.45667826681737933,0,0,0.1832485341665774
13657,0.6389838916304977,0,0,0.22916635588266693
13667,0.5146408845501339,0,0,0.1071957563642864
13670,0.3708014473661925,0,0,0.12168085133304696
13673,0.7108184839643514,0,0,0.25225299793888634
13683,0.6917913817653704,0,0,0.26331016357659404
13688,0.4076906528248176,0,0,0.13636548733090229
13744,0.41599198503543056,0,0,0.10412031670638905
13760,0.6773458759172999,0,0,0.2350918859521952
13780,0.5700300038024544,0,0,0.17997818402809176
13810,0.4835255605953281,0,0,0.14029864185842597
13836,0.679560079436086,0,0,0.26545453255038043
13838,0.6651204931747613,0,0,0.27593227471394977
13873,0.6892319609285882,0,0,0.2524700508001975
13894,0.6155103902870209,0,0,0.20778040649843676
20032,0.5908139351979246,0,0,0.09931615120223357
20060,0.6367118222749575,0,0,0.09054928978643922
20175,0.5600569155098474,0,0,0.07741869948088993
20178,0.5819560077341938,0,0,0.05376261956102532
20228,0.5621628403203583,0,0,0.046843466427276576
20238,0.663425041959041,0,0,0.09592700135407387
20250,0.6088345569276318,0,0,0.0705807185192701
20295,0.46723622996754505,0,0,0.07208180991605652
20310,0.4743780125133627,0,0,0.03381473670125511
20383,0.4971145565248121,0,0,0.06359925181714655
20400,0.595092536259999,0,0,0.02749437418357816
20443,0.683547379589518,0,0.014608806591244992,0
20517,0.5305725803223408,0,0,0.05659327150154724
20550,0.5121571617773654,0,0,0.06358326923988371
20614,0.45283924554729515,0,0,0.04677327590843951
20710,0.4121018787635451,0,0,0.04286918084238948
20750,0.660219563907327,0,0,0.0237151194097011
20787,0.5266913037677728,0,0,0.07865817154397786
20001,0.6826077700354146,0,0,0.04397207662972753
20013,0.6370093985968348,0,0,0.016272446937733494
20045,0.6136757867959003,0,0,0.019615023273278524
20621,0.6596632441710817,0,0,0.012478608618424968
20570,0.6915548324502729,0,0,0.05845153273375845
20770,0.42510205594746353,0,0,0.05334474264693162
20011,0.4578608325692803,0,0,0.062402736200328573
