"codmpio","Petro","Duque","nomark","null","blank","vtotal","diff_top2","Duquep","Petrop","diff_top2p"
15362,427,808,2,13,32,1282,381,0.630265210608424,0.333073322932917,0.297191887675507
15367,1076,1925,10,36,70,3117,849,0.61758100737889,0.345203721527109,0.272377285851781
15368,223,1511,9,21,14,1778,1288,0.849831271091114,0.125421822272216,0.724409448818898
15377,298,1391,3,17,29,1738,1093,0.800345224395857,0.171461449942463,0.628883774453395
15380,417,1042,2,11,33,1505,625,0.692358803986711,0.277076411960133,0.415282392026578
15401,116,724,2,8,15,865,608,0.836994219653179,0.134104046242775,0.702890173410405
15403,143,1230,3,5,42,1423,1087,0.864371047083626,0.10049191848208,0.763879128601546
15407,2925,4204,12,73,404,7618,1279,0.551850879495931,0.383959044368601,0.16789183512733
15425,393,1501,4,23,36,1957,1108,0.766990291262136,0.200817577925396,0.56617271333674
15442,480,2293,13,28,32,2846,1813,0.805692199578356,0.16865776528461,0.637034434293746
15455,2270,2065,7,66,168,4576,-205,0.451267482517482,0.496066433566434,-0.044798951048951
15464,375,2257,4,19,42,2697,1882,0.836855765665554,0.139043381535039,0.697812384130515
15466,776,1433,3,24,56,2292,657,0.62521815008726,0.338568935427574,0.286649214659686
15469,3730,5889,25,231,348,10223,2159,0.576053995891617,0.364863542991294,0.211190452900323
15476,1961,1075,12,54,76,3178,-886,0.338263058527376,0.617054751415985,-0.278791692888609
15480,762,3315,6,61,121,4265,2553,0.77725674091442,0.178663540445487,0.598593200468933
15491,5830,2352,4,74,282,8542,-3478,0.275345352376493,0.682509950831187,-0.407164598454694
15494,1123,1350,10,51,85,2619,227,0.515463917525773,0.428789614356625,0.0866743031691485
15500,772,820,NA,25,49,1666,48,0.492196878751501,0.463385354141657,0.0288115246098439
15507,365,3010,7,34,67,3483,2645,0.864197530864197,0.104794717197818,0.75940281366638
15511,236,833,2,11,29,1111,597,0.74977497749775,0.212421242124212,0.537353735373537
15514,324,1115,NA,7,44,1490,791,0.748322147651007,0.21744966442953,0.530872483221477
15516,8348,7356,16,261,705,16686,-992,0.440848615605897,0.500299652403212,-0.0594510367973151
15518,167,766,3,5,25,966,599,0.79296066252588,0.17287784679089,0.62008281573499
15522,107,768,2,7,11,895,661,0.858100558659218,0.119553072625698,0.738547486033519
15531,869,2614,7,33,57,3580,1745,0.730167597765363,0.242737430167598,0.487430167597765
15533,200,737,5,10,25,977,537,0.754350051177073,0.204708290685773,0.5496417604913
15537,1535,748,7,34,72,2396,-787,0.312186978297162,0.640651085141903,-0.328464106844741
15542,864,2297,5,27,100,3293,1433,0.69754023686608,0.262374734284847,0.435165502581233
15550,158,444,5,4,5,616,286,0.720779220779221,0.256493506493506,0.464285714285714
15572,5327,13546,63,734,857,20527,8219,0.65991133628879,0.259511862425099,0.400399473863692
15580,401,2325,8,29,54,2817,1924,0.825346112886049,0.142350017749379,0.68299609513667
15599,1710,2890,9,70,136,4815,1180,0.600207684319834,0.355140186915888,0.245067497403946
15600,880,1822,8,25,132,2867,942,0.635507499128008,0.306941053365888,0.328566445762121
15621,319,972,6,11,28,1336,653,0.727544910179641,0.23877245508982,0.48877245508982
15632,2010,3639,20,108,119,5896,1629,0.617198100407056,0.340909090909091,0.276289009497965
15638,1003,1199,3,37,71,2313,196,0.518374405533939,0.433635970600951,0.0847384349329875
15646,3281,4223,10,164,280,7958,942,0.530660970092988,0.412289519979894,0.118371450113094
15660,323,516,3,9,47,898,193,0.574610244988864,0.359688195991091,0.214922048997773
15664,506,2127,5,28,65,2731,1621,0.778835591358477,0.185280117173197,0.59355547418528
15667,328,2094,7,15,65,2509,1766,0.834595456357114,0.13072937425269,0.703866082104424
15673,175,1845,2,7,25,2054,1670,0.898247322297955,0.0851996105160662,0.813047711781889
15676,347,1080,5,17,65,1514,733,0.71334214002642,0.229194187582563,0.484147952443857
15681,412,2735,6,37,66,3256,2323,0.839987714987715,0.126535626535627,0.713452088452088
15686,1206,2291,2,42,102,3643,1085,0.628877298929454,0.331045841339555,0.297831457589898
15690,544,936,8,32,68,1588,392,0.589420654911839,0.342569269521411,0.246851385390428
15693,1936,3101,7,82,208,5334,1165,0.581364829396325,0.362954630671166,0.218410198725159
15696,335,1393,6,26,45,1805,1058,0.771745152354571,0.185595567867036,0.586149584487535
15720,174,1172,5,8,22,1381,998,0.848660391020999,0.12599565532223,0.722664735698769
15723,204,383,NA,11,18,616,179,0.621753246753247,0.331168831168831,0.290584415584416
15740,1291,2363,15,54,96,3819,1072,0.618748363445928,0.338046609059963,0.280701754385965
15753,1188,3279,12,33,126,4638,2091,0.706985769728331,0.25614489003881,0.450840879689521
15755,715,2324,7,36,63,3145,1609,0.738950715421304,0.227344992050874,0.511605723370429
15757,1241,1775,10,76,108,3210,534,0.552959501557632,0.386604361370717,0.166355140186916
15759,30407,25822,55,965,2656,59905,-4585,0.431049161171855,0.50758701277022,-0.0765378515983641
15761,411,985,2,21,29,1448,574,0.68024861878453,0.283839779005525,0.396408839779005
15762,800,748,5,39,45,1637,-52,0.45693341478314,0.488698839340257,-0.0317654245571167
15763,1100,2465,4,34,58,3661,1365,0.6733133023764,0.300464354001639,0.372848948374761
15764,1279,2101,7,39,90,3516,822,0.597554038680319,0.363765642775882,0.233788395904437
15774,223,1295,7,9,37,1571,1072,0.824315722469764,0.141947803946531,0.682367918523234
15776,1027,2344,6,35,109,3521,1317,0.665719965918773,0.291678500426015,0.374041465492758
15778,535,1471,3,28,51,2088,936,0.704501915708812,0.256226053639847,0.448275862068966
15790,1100,1166,10,46,61,2383,66,0.48929920268569,0.461603021401595,0.0276961812840957
15798,420,1365,5,26,67,1883,945,0.724907063197026,0.223048327137546,0.50185873605948
15804,1401,2041,15,55,88,3600,640,0.566944444444444,0.389166666666667,0.177777777777778
15806,2737,2360,5,86,237,5425,-377,0.435023041474654,0.504516129032258,-0.0694930875576037
15808,686,1021,3,13,59,1782,335,0.572951739618406,0.384960718294052,0.187991021324355
15810,399,1303,9,17,39,1767,904,0.737408036219581,0.225806451612903,0.511601584606678
15814,2010,1948,6,66,148,4178,-62,0.466251795117281,0.481091431306845,-0.0148396361895644
15816,495,1643,10,45,55,2248,1148,0.730871886120996,0.220195729537367,0.51067615658363
15820,674,1226,4,33,65,2002,552,0.612387612387612,0.336663336663337,0.275724275724276
15822,386,1576,10,26,44,2042,1190,0.77179236043095,0.189030362389814,0.582761998041136
15832,235,545,2,5,17,804,310,0.677860696517413,0.29228855721393,0.385572139303483
15835,1275,1471,8,57,120,2931,196,0.50187649266462,0.435005117707267,0.0668713749573524
15837,2049,2392,11,81,164,4697,343,0.509261230572706,0.436235895252289,0.0730253353204173
15839,449,579,3,21,29,1081,130,0.535615171137835,0.415356151711378,0.120259019426457
15842,834,2490,1,26,73,3424,1656,0.727219626168224,0.24357476635514,0.483644859813084
15861,2786,2971,8,116,186,6067,185,0.489698368221526,0.459205538157244,0.0304928300642822
15879,339,1151,NA,23,27,1540,812,0.747402597402597,0.22012987012987,0.527272727272727
15897,711,1523,1,7,39,2281,812,0.667689609820254,0.311705392371767,0.355984217448488
17001,71022,104173,373,5451,16003,197022,33151,0.528737907441808,0.360477510125773,0.168260397316036
17013,1048,8897,35,188,345,10513,7849,0.846285551222296,0.099686102920194,0.746599448302102
17042,2687,12005,50,372,628,15742,9318,0.762609579468937,0.170689874221827,0.59191970524711
17050,534,5136,15,96,192,5973,4602,0.8598694123556,0.0894023103967855,0.770467101958815
17088,1043,4095,16,89,167,5410,3052,0.756931608133087,0.19279112754159,0.564140480591497
17174,6017,16046,95,715,1579,24452,10029,0.656224439718632,0.24607394078194,0.410150498936692
17272,618,4077,11,63,160,4929,3459,0.827145465611686,0.1253804017042,0.701765063907486
17380,7189,19308,50,894,1110,28551,12119,0.676263528422822,0.251795033448916,0.424468494973906
17388,431,2178,13,46,136,2804,1747,0.776747503566334,0.153708987161198,0.623038516405136
17433,983,6888,21,103,205,8200,5905,0.84,0.119878048780488,0.720121951219512
17442,634,2131,10,120,128,3023,1497,0.70492887859742,0.209725438306318,0.495203440291102
17444,835,5089,21,80,159,6184,4254,0.822930142302717,0.135025873221216,0.687904269081501
17446,153,993,8,24,51,1229,840,0.807973962571196,0.124491456468674,0.683482506102522
17486,2052,8036,64,303,532,10987,5984,0.731409848002184,0.186766178210613,0.544643669791572
17495,584,1949,13,90,147,2783,1365,0.700323392022997,0.209845490477902,0.490477901545095
17513,577,5859,28,121,260,6845,5282,0.855953250547845,0.0842951059167275,0.771658144631118
17524,1714,4860,13,187,274,7048,3146,0.68955732122588,0.243189557321226,0.446367763904654
17541,1029,7707,41,130,250,9157,6678,0.841651195806487,0.112373047941466,0.729278147865021
17614,6517,14635,81,470,850,22553,8118,0.648915887021682,0.288963774220725,0.359952112800958
17616,773,4277,19,98,171,5338,3504,0.801236418134133,0.144810790558262,0.656425627575871
17653,1426,5606,34,145,398,7609,4180,0.736759101064529,0.187409646471284,0.549349454593245
17662,1067,7628,44,132,218,9089,6561,0.8392562438112,0.117394652877104,0.721861590934096
17665,486,2076,11,33,86,2692,1590,0.771173848439822,0.180534918276374,0.590638930163447
17777,2220,8555,69,583,519,11946,6335,0.71613929348736,0.185836263184329,0.53030303030303
17867,668,3344,15,117,177,4321,2676,0.773894931728766,0.154593844017589,0.619301087711178
17873,8033,14229,42,757,1808,24869,6196,0.57215810848848,0.32301258595038,0.2491455225381
17877,1065,6069,18,100,245,7497,5004,0.80952380952381,0.142056822729092,0.667466986794718
18001,20584,40730,73,768,2474,64629,20146,0.630212443330394,0.318494793359018,0.311717649971375
18029,370,1519,4,23,57,1973,1149,0.769893563101875,0.187531677648251,0.582361885453624
18094,968,2689,9,61,106,3833,1721,0.701539264283851,0.252543699452126,0.448995564831724
18150,3229,2730,26,106,271,6362,-499,0.429110342659541,0.507544797233574,-0.0784344545740334
18205,692,1835,13,35,98,2673,1143,0.686494575383464,0.258885147774037,0.427609427609428
18247,1983,4516,25,110,269,6903,2533,0.654208315225264,0.287266405910474,0.366941909314791
18256,1863,2552,17,53,153,4638,689,0.55023717119448,0.401681759379043,0.148555411815438
18410,2223,1730,8,47,99,4107,-493,0.421232042853665,0.54127100073046,-0.120038957876796
18460,669,1306,5,15,41,2036,637,0.641453831041257,0.328585461689587,0.31286836935167
18479,364,1293,NA,13,39,1709,929,0.756582796957285,0.212990052662376,0.543592744294909
18592,2314,4775,27,125,378,7619,2461,0.626722667016669,0.303714398214989,0.32300826880168
18610,1438,2666,11,73,140,4328,1228,0.615988909426987,0.332255083179298,0.283733826247689
18753,4433,7758,31,143,529,12894,3325,0.601675197766403,0.343803319373352,0.257871878393051
18756,1135,894,14,28,65,2136,-241,0.418539325842697,0.531367041198502,-0.112827715355805
18785,431,1343,5,54,97,1930,912,0.695854922279793,0.223316062176166,0.472538860103627
18860,560,1467,6,34,96,2163,907,0.678224687933426,0.258899676375405,0.419325011558021
19001,81160,49298,143,2132,5424,138157,-31862,0.356825929920308,0.587447613946452,-0.230621684026144
19022,5070,865,36,53,36,6060,-4205,0.142739273927393,0.836633663366337,-0.693894389438944
19050,8658,756,10,124,130,9678,-7902,0.0781153130812151,0.894606323620583,-0.816491010539368
19075,5766,894,16,67,94,6837,-4872,0.130759104870557,0.843352347520842,-0.712593242650285
19100,10598,3051,34,173,141,13997,-7547,0.217975280417232,0.757162249053369,-0.539186968636136
19110,3608,3578,80,245,277,7788,-30,0.459424756034926,0.463276836158192,-0.00385208012326654
19130,5730,4657,61,292,305,11045,-1073,0.421638750565867,0.518786781349027,-0.0971480307831598
19137,9177,2996,40,134,190,12537,-6181,0.238972640982691,0.731993299832496,-0.493020658849805
19142,7336,3149,22,268,363,11138,-4187,0.282725803555396,0.658646076494882,-0.375920272939486
19212,7164,3127,32,215,332,10870,-4037,0.287672493100276,0.659061637534499,-0.371389144434223
19256,6657,7503,136,312,436,15044,846,0.498737038021803,0.442501994150492,0.0562350438713108
19290,1827,692,17,32,42,2610,-1135,0.265134099616858,0.7,-0.434865900383142
19300,6149,1640,19,328,182,8318,-4509,0.197162779514306,0.739240201971628,-0.542077422457321
19318,6123,1286,11,60,56,7536,-4837,0.170647558386412,0.8125,-0.641852441613588
19355,6049,2807,35,98,123,9112,-3242,0.30805531167691,0.663849868305531,-0.355794556628622
19364,4825,448,33,69,53,5428,-4377,0.0825350036845984,0.888909358879882,-0.806374355195284
19392,2324,1941,23,83,91,4462,-383,0.435006723442402,0.520842671447781,-0.0858359480053788
19397,4461,2026,33,78,96,6694,-2435,0.302659097699432,0.666417687481327,-0.363758589781894
19418,2374,1777,23,21,49,4244,-597,0.41870876531574,0.55937794533459,-0.14066918001885
19450,5014,1205,36,51,84,6390,-3809,0.188575899843505,0.784663536776213,-0.596087636932707
19455,8606,3105,28,299,382,12420,-5501,0.25,0.692914653784219,-0.442914653784219
19473,4611,4379,42,138,222,9392,-232,0.466247870528109,0.490949744463373,-0.0247018739352641
19513,2842,678,5,176,96,3797,-2164,0.17856202264946,0.748485646563076,-0.569923623913616
19517,6755,2956,42,174,149,10076,-3799,0.293370385073442,0.670404922588329,-0.377034537514887
19532,6934,3040,22,170,239,10405,-3894,0.29216722729457,0.66641037962518,-0.37424315233061
19533,1300,884,6,30,43,2263,-416,0.39063190455148,0.574458683163942,-0.183826778612461
19548,6031,7770,45,234,549,14629,1739,0.531136783102058,0.412263312598264,0.118873470503794
19573,14474,2793,21,415,550,18253,-11681,0.153015942584781,0.792965539911248,-0.639949597326467
19585,2575,1680,13,60,86,4414,-895,0.38060715903942,0.583371091980063,-0.202763932940643
19622,2007,2257,16,97,105,4482,250,0.503569834895136,0.447791164658635,0.0557786702365015
19693,2014,1161,21,36,41,3273,-853,0.354720439963336,0.615337610754659,-0.260617170791323
19698,24162,15383,89,1041,1500,42175,-8779,0.364742145820984,0.572898636633076,-0.208156490812092
19701,1121,746,2,17,23,1909,-375,0.390780513357779,0.587218438973284,-0.196437925615505
19743,10044,2528,45,167,241,13025,-7516,0.194088291746641,0.771132437619962,-0.577044145873321
19760,2129,1560,20,66,90,3865,-569,0.403622250970246,0.550840879689521,-0.147218628719276
19780,3492,3166,41,211,232,7142,-326,0.443293195183422,0.488938672640717,-0.0456454774572949
19785,2683,269,6,18,33,3009,-2414,0.0893984712529079,0.891658358258558,-0.80225988700565
19807,6462,7056,37,311,418,14284,594,0.493979277513302,0.452394287314478,0.0415849901988239
19809,5683,1127,6,41,42,6899,-4556,0.163357008262067,0.823742571387158,-0.660385563125091
19821,9803,1165,40,136,127,11271,-8638,0.103362612013131,0.869754236536244,-0.766391624523112
19824,4514,1351,18,74,88,6045,-3163,0.223490488006617,0.746732837055418,-0.523242349048801
19845,6328,1387,16,239,185,8155,-4941,0.170079705702023,0.775965665236051,-0.605885959534028
20001,70305,75641,68,1620,4041,151675,5336,0.498704466787539,0.46352398219878,0.0351804845887589
20011,10649,27469,45,668,1042,39873,16820,0.688912296541519,0.267072956637323,0.421839339904196
20013,9183,11874,25,235,360,21677,2691,0.547769525303317,0.423628730912949,0.124140794390368
20032,3003,4422,15,50,70,7560,1419,0.584920634920635,0.397222222222222,0.187698412698413
20045,4660,2750,12,89,125,7636,-1910,0.36013619696176,0.610267155578837,-0.250130958617077
20060,5950,7296,10,107,190,13553,1346,0.538330996827271,0.439017191765661,0.09931380506161
20175,3942,6815,11,60,131,10959,2873,0.621863308696049,0.359704352586915,0.262158956109134
20178,5386,5414,11,96,115,11022,28,0.491199419343132,0.488659045545273,0.00254037379785887
20228,6082,6458,20,162,260,12982,376,0.497458018795255,0.468494839007857,0.0289631797873979
20238,5852,4795,9,74,138,10868,-1057,0.441203533308796,0.538461538461538,-0.097258005152742
20250,7883,3990,14,117,124,12128,-3893,0.328990765171504,0.649983509234829,-0.320992744063325
20295,1549,3504,11,38,106,5208,1955,0.672811059907834,0.297427035330261,0.375384024577573
20310,423,1254,5,40,80,1802,831,0.695893451720311,0.234739178690344,0.461154273029967
20383,1989,3908,11,53,89,6050,1919,0.645950413223141,0.328760330578512,0.317190082644628
20400,9399,5104,17,241,332,15093,-4295,0.338170012588617,0.622739018087855,-0.284569005499238
20443,1776,2384,4,31,58,4253,608,0.560545497296026,0.417587585233953,0.142957912062074
20517,2920,4323,17,130,180,7570,1403,0.57107001321004,0.385733157199472,0.185336856010568
20550,1907,4985,14,98,118,7122,3078,0.699943836001123,0.267761864644763,0.432181971356361
20570,4129,3156,28,67,100,7480,-973,0.42192513368984,0.552005347593583,-0.130080213903743
20614,2040,6073,18,91,190,8412,4033,0.721944840703757,0.242510699001427,0.47943414170233
20621,3032,6443,12,60,158,9705,3411,0.663884595569294,0.312416280267903,0.351468315301391
20710,3997,5599,9,140,249,9994,1602,0.560236141685011,0.399939963978387,0.160296177706624
20750,2733,4663,7,72,145,7620,1930,0.611942257217848,0.358661417322835,0.253280839895013
20770,3263,5839,16,179,253,9550,2576,0.611413612565445,0.341675392670157,0.269738219895288
20787,2204,2656,5,29,47,4941,452,0.537543007488363,0.446063549888687,0.0914794575996762
23001,69875,89531,167,1238,3227,164038,19656,0.545794267181994,0.425968373181824,0.119825894000171
23068,4837,8863,16,101,161,13978,4026,0.634067820861354,0.346043783087709,0.288024037773644
23079,4233,3542,13,80,137,8005,-691,0.442473454091193,0.528794503435353,-0.08632104934416
23090,3602,3470,18,35,59,7184,-132,0.483017817371938,0.501391982182628,-0.0183741648106904
23162,20832,18214,28,298,664,40036,-2618,0.454940553501848,0.520331701468678,-0.0653911479668299
23168,3205,3454,8,29,41,6737,249,0.512691108802137,0.475731037553807,0.0369600712483301
23182,7106,14125,21,131,283,21666,7019,0.651943136711899,0.327979322440691,0.323963814271208
23189,14832,8869,46,175,274,24196,-5963,0.366548189783435,0.612993883286494,-0.246445693503058
23300,3721,4073,4,36,95,7929,352,0.513683945011981,0.469289948291083,0.0443939967208979
23350,3445,2179,23,70,113,5830,-1266,0.373756432246998,0.590909090909091,-0.217152658662093
23417,21788,21661,32,251,482,44214,-127,0.489912697335686,0.492785090695255,-0.00287239335956935
23419,2877,4328,14,43,87,7349,1451,0.588923663083413,0.391481834263165,0.197441828820248
23464,3355,4254,10,25,82,7726,899,0.550608335490551,0.434247993787212,0.116360341703339
23466,19913,8606,35,264,510,29328,-11307,0.293439716312057,0.678975722858702,-0.385536006546645
23500,3745,4247,14,62,82,8150,502,0.521104294478528,0.459509202453988,0.0615950920245398
23555,12688,12043,49,218,459,25457,-645,0.473072239462623,0.49840908198138,-0.0253368425187571
23570,5400,6845,24,76,152,12497,1445,0.547731455549332,0.432103704889173,0.115627750660159
23574,3945,4483,17,29,73,8547,538,0.524511524511524,0.461565461565462,0.0629460629460629
23580,9291,3380,34,114,291,13110,-5911,0.257818459191457,0.708695652173913,-0.450877192982456
23586,2447,4488,19,32,86,7072,2041,0.634615384615385,0.346012443438914,0.288602941176471
23660,20420,19457,59,273,496,40705,-963,0.478000245670065,0.501658272939442,-0.0236580272693772
23670,7393,7397,27,150,108,15075,4,0.490679933665008,0.490414593698176,0.000265339966832479
23672,5079,6402,14,73,136,11704,1323,0.546992481203007,0.433954203691046,0.113038277511962
23675,7561,3958,25,76,125,11745,-3603,0.336994465730098,0.643763303533418,-0.306768837803321
23678,3713,5185,23,62,96,9079,1472,0.571098138561516,0.408965745126115,0.1621323934354
23682,2500,1042,10,31,44,3627,-1458,0.287289771160739,0.68927488282327,-0.401985111662531
23686,9266,8983,17,83,183,18532,-283,0.484729117202676,0.5,-0.0152708827973235
23807,12665,13446,46,258,413,26828,781,0.501192783658864,0.472081407484717,0.0291113761741464
23815,5295,7033,21,141,73,12563,1738,0.559818514685983,0.42147576215872,0.138342752527263
23855,4567,7125,20,83,183,11978,2558,0.594840540991818,0.381282350976791,0.213558190015028
25001,2116,2949,6,113,227,5411,833,0.545000924043615,0.391055257808169,0.153945666235446
25019,634,2114,5,54,105,2912,1480,0.725961538461538,0.21771978021978,0.508241758241758
25035,1524,5550,3,50,204,7331,4026,0.757059064247715,0.207884326831264,0.549174737416451
25040,1496,4640,10,76,217,6439,3144,0.720608790184811,0.232334213387172,0.488274576797639
25053,1360,4068,9,67,227,5731,2708,0.709823765485954,0.237305880300122,0.472517885185831
25086,237,826,4,11,14,1092,589,0.756410256410256,0.217032967032967,0.539377289377289
25095,281,1012,8,9,35,1345,731,0.752416356877323,0.208921933085502,0.543494423791822
25099,1495,2486,3,169,218,4371,991,0.568748570121254,0.34202699611073,0.226721574010524
25120,1209,643,3,14,27,1896,-566,0.339135021097046,0.637658227848101,-0.298523206751055
25123,1498,3495,5,65,205,5268,1997,0.663439635535307,0.284358390280942,0.379081245254366
25126,13650,16810,21,639,2136,33256,3160,0.505472696656243,0.410452249218186,0.0950204474380563
25148,601,4589,8,52,105,5355,3988,0.856956115779645,0.112231559290383,0.744724556489262
25151,2591,5631,8,131,303,8664,3040,0.649930747922438,0.299053554939982,0.350877192982456
25154,717,2594,9,38,138,3496,1877,0.741990846681922,0.205091533180778,0.536899313501144
25168,316,1607,NA,16,36,1975,1291,0.813670886075949,0.16,0.653670886075949
25175,23532,34471,32,923,4461,63419,10939,0.543543732950693,0.371055992683581,0.172487740267112
25178,1363,3353,6,51,135,4908,1990,0.683170334148329,0.277709861450693,0.405460472697637
25181,1518,5451,3,73,281,7326,3933,0.744062244062244,0.207207207207207,0.536855036855037
25183,2397,6063,22,208,398,9088,3666,0.667143485915493,0.263754401408451,0.403389084507042
25200,4390,4673,6,228,498,9795,283,0.477080142930066,0.448187850944359,0.028892291985707
25214,5801,9081,9,196,932,16019,3280,0.566889318933766,0.362132467694613,0.204756851239153
25224,588,2198,10,64,147,3007,1610,0.730961090788161,0.195543731293648,0.535417359494513
25245,3758,8064,9,149,326,12306,4306,0.655290102389078,0.305379489679831,0.349910612709248
25258,207,2072,3,15,37,2334,1865,0.887746358183376,0.0886889460154242,0.799057412167952
25260,2763,8003,3,377,601,11747,5240,0.681280326891972,0.235208989529242,0.446071337362731
25269,26465,29830,40,2167,3573,62075,3365,0.480547724526782,0.426339105920258,0.0542086186065244
25279,988,4882,2,59,160,6091,3894,0.801510425217534,0.162206534230832,0.639303890986702
25281,457,2643,1,15,56,3172,2186,0.833228247162673,0.144073139974779,0.689155107187894
25286,21581,20107,42,1187,2524,45441,-1474,0.442485860786514,0.474923527211109,-0.0324376664245946
25288,955,1214,1,37,96,2303,259,0.52713851498046,0.414676508901433,0.112462006079027
25290,21159,38135,47,948,2721,63010,16976,0.605221393429614,0.335803840660213,0.269417552769402
25293,586,1794,6,32,57,2475,1208,0.724848484848485,0.236767676767677,0.488080808080808
25295,3205,3088,8,292,417,7010,-117,0.440513552068474,0.457203994293866,-0.0166904422253923
25297,925,3810,12,72,149,4968,2885,0.766908212560386,0.186191626409018,0.580716586151369
25299,239,1417,2,11,51,1720,1178,0.823837209302326,0.138953488372093,0.684883720930233
25307,16068,28868,38,913,1993,47880,12800,0.602923976608187,0.335588972431078,0.267335004177109
25312,1482,1941,3,56,94,3576,459,0.542785234899329,0.414429530201342,0.128355704697987
25317,1209,3129,7,156,297,4798,1920,0.652146727803251,0.251979991663193,0.400166736140058
25320,3243,8533,36,231,611,12654,5290,0.674332226963806,0.256282598387862,0.418049628575944
25322,2384,4155,13,151,436,7139,1771,0.582014287715366,0.333940327777,0.248073959938367
25324,342,654,4,13,26,1039,312,0.629451395572666,0.329162656400385,0.300288739172281
25326,754,2291,3,64,216,3328,1537,0.688401442307692,0.2265625,0.461838942307692
25328,540,1806,4,24,91,2465,1266,0.732657200811359,0.219066937119675,0.513590263691684
25335,526,2227,6,37,71,2867,1701,0.776770143006627,0.183467038716428,0.593303104290199
25339,234,1514,3,8,24,1783,1280,0.84913067863152,0.131239484015704,0.717891194615816
25368,267,1009,3,5,24,1308,742,0.771406727828746,0.204128440366972,0.567278287461774
25372,542,2217,5,41,76,2881,1675,0.769524470669906,0.188129121832697,0.581395348837209
25377,6343,6647,15,205,821,14031,304,0.473736725821395,0.452070415508517,0.0216663103128786
25386,4248,9328,16,153,589,14334,5080,0.650760429747454,0.296358308915864,0.354402120831589
25394,874,2945,13,52,98,3982,2071,0.739578101456554,0.219487694625816,0.520090406830738
25398,272,3181,9,30,57,3549,2909,0.896308819385742,0.0766413074105382,0.819667511975204
25402,1719,5946,11,100,289,8065,4227,0.737259764414135,0.213143211407316,0.524116553006819
25407,644,3375,9,101,187,4316,2731,0.781974050046339,0.149212233549583,0.632761816496756
25426,449,3005,5,37,103,3599,2556,0.834954153931648,0.124756876910253,0.710197277021395
25430,18845,20283,34,1378,2486,43026,1438,0.471412634221169,0.437990982196811,0.0334216520243574
25436,422,2001,3,14,71,2511,1579,0.79689366786141,0.168060533651931,0.628833134209478
25438,561,3176,4,43,125,3909,2615,0.812484011256076,0.143514965464313,0.668969045791763
25473,22851,21246,31,1027,2693,47848,-1605,0.444031098478515,0.47757482026417,-0.0335437217856546
25483,496,750,NA,12,28,1286,254,0.583203732503888,0.385692068429238,0.19751166407465
25486,2924,3032,14,195,278,6443,108,0.470588235294118,0.453825857519789,0.0167623777743287
25488,775,2347,7,32,103,3264,1572,0.71905637254902,0.237438725490196,0.481617647058824
25489,259,1709,3,11,46,2028,1450,0.842702169625247,0.127712031558185,0.714990138067061
25491,963,2210,2,35,100,3310,1247,0.667673716012085,0.290936555891239,0.376737160120846
25506,615,1137,7,17,50,1826,522,0.622672508214677,0.336801752464403,0.285870755750274
25513,2244,9238,13,121,520,12136,6994,0.761206328279499,0.184904416611734,0.576301911667765
25518,425,1840,3,15,31,2314,1415,0.795159896283492,0.183664649956785,0.611495246326707
25524,785,1320,4,30,53,2192,535,0.602189781021898,0.358120437956204,0.244069343065693
25530,626,3309,6,56,79,4076,2683,0.811825318940137,0.153581943081452,0.658243375858685
25535,2386,1865,5,68,110,4434,-521,0.420613441587731,0.538114569237709,-0.117501127649977
25572,1637,4286,9,162,214,6308,2649,0.679454660748256,0.259511731135067,0.41994292961319
25580,245,1169,2,6,21,1443,924,0.81011781011781,0.16978516978517,0.64033264033264
25592,249,2417,1,18,48,2733,2168,0.884376143432126,0.0911086717892426,0.793267471642883
25594,1013,2269,9,38,103,3432,1256,0.661130536130536,0.29516317016317,0.365967365967366
25596,429,2870,9,24,65,3397,2441,0.844863114512805,0.126287901089196,0.718575213423609
25599,786,3158,8,45,88,4085,2372,0.773072215422277,0.192411260709914,0.580660954712362
25612,1451,4161,6,83,207,5908,2710,0.704299255247123,0.245599187542315,0.458700067704807
25645,1649,3283,9,46,210,5197,1634,0.631710602270541,0.317298441408505,0.314412160862036
25649,1250,2687,3,44,103,4087,1437,0.657450452654759,0.305847810129679,0.35160264252508
25653,316,1798,3,12,47,2176,1482,0.826286764705882,0.145220588235294,0.681066176470588
25658,1125,3803,3,49,183,5163,2678,0.736587255471625,0.217896571760604,0.518690683711021
25662,1191,3491,9,54,129,4874,2300,0.716249487074272,0.2443578169881,0.471891670086171
25718,971,4055,7,63,173,5269,3084,0.769595748718922,0.184285443158095,0.585310305560828
25736,2146,2720,8,178,289,5341,574,0.509267927354428,0.401797416214192,0.107470511140236
25740,7540,7656,19,420,722,16357,116,0.468056489576328,0.460964724582747,0.00709176499358072
25743,2706,7083,14,110,285,10198,4377,0.694547950578545,0.265346146303197,0.429201804275348
25745,1693,3414,4,93,242,5446,1721,0.626882115313992,0.310870363569592,0.3160117517444
25754,83247,55868,111,3123,5882,148231,-27379,0.376898219670649,0.561603173425262,-0.184704953754613
25758,7192,4922,6,226,653,12999,-2270,0.37864451111624,0.553273328717594,-0.174628817601354
25769,1810,5935,5,173,452,8375,4125,0.70865671641791,0.216119402985075,0.492537313432836
25772,3504,2518,17,317,416,6772,-986,0.37182516243355,0.517424689899587,-0.145599527466037
