MPIO_CDPMP,AREA,n,total.len,total.roads,total.major,m_per_m2_all,m_per_m2_roads,m_per_m2_major
91405,12726867907.9,50,21956.481400469496,21956.481400469496,50,1.7252069841033206e-6,1.7252069841033206e-6,3.928696389546347e-9
91407,13668214894.3,46,95689.73815493798,95689.73815493798,46,7.000895061639914e-6,7.000895061639914e-6,3.365472401167997e-9
91430,1432794977.56,0,0,0,0,0,0,0
91460,16867532537.8,11,4323.44781138312,4323.44781138312,11,2.563177395208404e-7,2.563177395208404e-7,6.52140434610047e-10
91530,8494182493.82,18,5402.824889780738,5402.824889780738,18,6.360617862533092e-7,6.360617862533092e-7,2.1190973955523117e-9
91536,13791326985.7,22,4913.2667447403755,4913.2667447403755,22,3.562577226857764e-7,3.562577226857764e-7,1.5952054521520255e-9
91540,1509204301.99,108,38713.97866391765,38711.90538814462,108,2.5651913801776434e-5,2.5650540047560192e-5,7.156088798421383e-8
91669,14731088495.4,28,11724.386586232318,11724.386586232318,28,7.958941112799255e-7,7.958941112799255e-7,1.900742094431339e-9
91798,9195877934.53,35,88094.68251438903,88094.68251438903,35,9.579801204580858e-6,9.579801204580858e-6,3.806053130455003e-9
97001,16215737263.7,445,219216.39584650222,219216.39584650222,445,1.3518743692106594e-5,1.3518743692106594e-5,2.7442477191349287e-8
97161,6368486417.69,72,49037.55365970658,46485.85078174981,72,7.700032699055934e-6,7.299356194373627e-6,1.1305669083316676e-8
97511,13993250574.4,42,10610.745070669807,10610.745070669807,42,7.58275928402345e-7,7.58275928402345e-7,3.0014470030885494e-9
97666,6510246560.78,21,8484.124912398926,8484.124912398926,21,1.3031956367843668e-6,1.3031956367843668e-6,3.225684281531108e-9
97777,5551153548.48,12,3630.2380628030032,3630.2380628030032,12,6.539610246949527e-7,6.539610246949527e-7,2.1617128575529684e-9
97889,4660405649.77,48,37515.26617858997,35499.97978267713,48,8.049785576163614e-6,7.617358326829151e-6,1.0299532617373959e-8
95001,16768515120.1,1583,2127404.7873862186,1997774.44985557,1583,1.268690025413253e-4,1.1913842314283914e-4,9.440311134660322e-8
95015,13556415216.9,247,565342.530891185,546649.0913267495,247,4.1702951838359536e-5,4.032401505711287e-5,1.8220155996113145e-8
95025,12442225771.3,475,956273.4054141934,943699.2177141837,475,7.68571012125493e-5,7.584649523809303e-5,3.8176449192528244e-8
95200,12808077057.2,158,291465.01045400306,235599.75166994391,158,2.2756344231248778e-5,1.8394623222344107e-5,1.2335965757731059e-8
17001,441001655.208,9399,1658239.3278241851,1634807.359013983,9399,0.0037601657686342936,0.00370703225193774,2.131284517643574e-5
17013,475732663.982,591,508859.3791619586,506491.45827747544,591,0.0010696330474823398,0.0010646556283060674,1.2422943487907345e-6
17486,369342753.048,694,515684.5298972188,515386.6801681109,694,0.0013962221422825648,0.001395415710515189,1.8790134482747178e-6
17446,376959522.714,105,133364.07016781034,133245.5805786736,105,3.537888344287669e-4,3.534745046877813e-4,2.7854449529230684e-7
17444,90333037.3415,162,197168.57763599177,197168.57763599177,162,0.002182685133132464,0.002182685133132464,1.7933638098270321e-6
17442,36886022.0408,182,71005.36596432456,70781.08241268272,182,0.0019249938604326815,0.0019189134120884887,4.9341183985274414e-6
17433,197911886.544,231,207814.8684830259,207814.8684830259,231,0.0010500373277823527,0.0010500373277823527,1.1671860848471263e-6
17388,88600359.2023,134,97970.11324423311,97957.79617701653,134,0.001105753002880488,0.0011056139846267533,1.512409218274608e-6
17380,549236341.051,1072,533484.3608258596,531934.7294463177,1072,9.713202149096726e-4,9.684987858385799e-4,1.9518009277183976e-6
17272,192601366.782,306,211778.75089843184,211636.21327932284,306,0.0010995703428114203,0.0010988302773513952,1.5887737720280701e-6
17174,109372658.369,1179,380199.9877518417,379359.89612074726,1179,0.003476188596140071,0.0034685075939259696,1.0779659355287001e-5
17088,113346685.277,369,259016.34531966076,258425.59577679547,369,0.0022851691223847344,0.002279957240436695,3.255498818498546e-6
17050,149576756.298,245,188237.24471904285,187911.64292504755,245,0.0012584658831885618,0.0012562890623906392,1.6379550276641205e-6
17042,209142676.706,1010,565076.4210693333,565051.3495153895,1010,0.002701870464552212,0.00270175058680015,4.829239139077273e-6
17495,227546688.896,111,154673.8018450624,154564.81742498375,111,6.797453419142298e-4,6.792663878120742e-4,4.878119762521899e-7
17877,112906369.217,376,177324.03552752367,177324.03552752367,376,0.0015705405882525225,0.0015705405882525225,3.3301929962635512e-6
17873,455065833.199,1650,702991.2257336945,689214.9238386045,1650,0.0015448121446337566,0.001514538938231408,3.6258490082652636e-6
17867,558885284.791,291,391075.43092909484,391075.43092909484,291,6.997418639772219e-4,6.997418639772219e-4,5.206793020303299e-7
17777,121611571.979,408,218264.47651265105,217695.45715721278,408,0.00179476733143735,0.0017900883412213817,3.35494388700488e-6
17665,60942622.5925,224,159005.3406135864,159005.3406135864,224,0.0026090990812258647,0.0026090990812258647,3.6755884546978275e-6
17662,758175286.414,316,398901.2626556599,381716.4677052897,316,5.261332963546911e-4,5.034673043890991e-4,4.1679016140793707e-7
17653,388089334.444,321,340767.1511635945,332797.05300579045,321,8.780636851352741e-4,8.575269234919208e-4,8.271291465916831e-7
17616,89889373.3968,441,285704.7485635269,285235.94555619505,441,0.003178404051192305,0.0031731887182823468,4.906030416446304e-6
17541,498545107.581,296,322666.1945899459,322503.7680503666,296,6.472156474577808e-4,6.468898463675497e-4,5.937276196254881e-7
17524,112230143.003,874,393772.36980486795,393193.7445229137,874,0.0035086150589181916,0.0035034593559450716,7.787569155789432e-6
17513,257120201.672,419,319586.8642099598,318527.1378227518,419,0.0012429473146479814,0.001238825793350484,1.6295880186594784e-6
17614,384169470.496,613,332157.3893662649,329130.54740690166,613,8.646116229314567e-4,8.567326991964308e-4,1.59564995940088e-6
63001,121617416.148,8462,998133.8031774214,973871.5010320237,8462,0.008207161727254273,0.008007664789119424,6.957885036549642e-5
63111,38458099.4662,229,126224.55534689558,126022.95435541109,229,0.0032821319071638377,0.003276889812669239,5.954532417839919e-6
63130,220836289.924,3042,665333.5127804836,659185.8175795545,3042,0.003012790665019122,0.00298495241794911,1.3774909916512785e-5
63190,90322887.4633,994,316626.4403009588,316504.00248078804,994,0.0035054951097484616,0.0035041395527727116,1.1004962617076231e-5
63212,92976248.1661,293,138199.89167613978,137064.08597464755,293,0.001486399961302469,0.0014741838768304095,3.1513424748712385e-6
63272,106562009.746,628,300211.4876041636,294615.62132927997,628,0.002817246862364404,0.002764734092680144,5.89328224474082e-6
63302,294937718.568,230,200154.42702521422,200154.42702521422,230,6.786328584794663e-4,6.786328584794663e-4,7.798256564698145e-7
63401,89379745.575,980,264526.00781613967,255943.8704471515,980,0.002959574410448188,0.0028635555941741277,1.0964452781728562e-5
63470,149057512.256,1358,399088.37548369454,393919.3823034072,1358,0.0026774120233422185,0.0026427341791862673,9.11057738349807e-6
63548,248582616.714,300,273434.2990647954,272622.23520547524,300,0.001099973532660121,0.0010967067561250005,1.2068422320340964e-6
63594,133520353.957,1038,395592.9315673757,395446.9429333901,1038,0.002962791213800824,0.0029616978326820727,7.774095628403488e-6
63690,347319948.62,841,444307.48362909316,425716.13548397884,841,0.0012792455066127123,0.0012257174895236192,2.421398492489504e-6
66001,608165990.642,14255,2389026.54547535,2371628.176699857,14255,0.00392824752162385,0.003899639593783087,2.3439324492564858e-5
66045,149980511.372,283,225829.27754792807,225417.0007889961,283,0.0015057241469713266,0.0015029752781005614,1.8869118221504712e-6
66075,119485984.871,231,227808.04055760952,227657.06875245922,231,0.0019065670405073588,0.001905303529934857,1.9332811312506087e-6
66088,180600438.729,535,345118.8767373522,344841.8943062313,535,0.0019109525932836761,0.0019094189179888084,2.9623405334180514e-6
66170,70128866.8429,5349,612909.9248569953,611671.5741128565,5349,0.008739766553336912,0.00872210833640161,7.627386896158789e-5
66318,100820639.054,408,233862.37612295235,233506.7971901837,408,0.002319588313635808,0.0023160614669890793,4.046790457075691e-6
66383,92473661.4806,226,197172.2920895188,196975.94704357887,226,0.0021321994709908127,0.002130076217268658,2.4439391323053906e-6
66400,32801213.13,425,86318.99441115068,86318.99441115068,425,0.00263157932815001,0.00263157932815001,1.2956837855832072e-5
66440,149319137.416,473,338458.7723271477,338104.3090128309,473,0.0022666804683194,0.00226430660438976,3.1677118431392476e-6
66456,564743480.197,275,185500.35855052772,183958.9498326804,275,3.284683490030189e-4,3.2573895278704203e-4,4.869467459882343e-7
66572,613767813.188,237,206188.60218172506,202330.75214273317,237,3.359390925222215e-4,3.296535722389833e-4,3.8613950570165493e-7
66594,140130061.898,396,277784.2896014855,277145.7268091567,396,0.0019823318839585135,0.0019777749546053135,2.825946086345459e-6
66682,543492629.611,2337,1007645.6314247472,945285.8332440446,2337,0.0018540189443708936,0.0017392799492435152,4.299966315408338e-6
66687,190864023.677,342,315651.54543411825,315252.0013399237,342,0.0016538032645078086,0.0016517099203222606,1.791851567473858e-6
05001,374830624.764,33285,4049678.107880981,3930100.171340424,33285,0.010804021444167563,0.010485002856463196,8.880010810471216e-5
05101,260446107.924,507,345990.4851196164,339364.2656647359,507,0.0013284532753339467,0.0013030114689360794,1.9466599214757557e-6
05107,376346756.404,278,282564.16499822185,279208.6344016014,278,7.508080252853181e-4,7.418919643932763e-4,7.386804729135837e-7
05113,355210255.754,133,115358.39990882913,90699.10361438125,133,3.2476089313344687e-4,2.5533920303583434e-4,3.7442612606351326e-7
05120,1873802833.68,1610,1000791.1627274874,986254.6373230992,1610,5.340963012431852e-4,5.26338534447711e-4,8.592152659082534e-7
05093,262367502.578,243,237379.63477487184,236280.74106628407,243,9.047600500915716e-4,9.005716742531384e-4,9.261817778966655e-7
05091,180525986.823,279,268560.3048899502,266866.69797752466,279,0.0014876545455655924,0.0014782730324536543,1.545483865841158e-6
05088,147758417.955,5058,875176.7313246683,863429.4427414744,5058,0.0059230245114779475,0.00584352116577502,3.423155221884156e-5
05086,296153167.054,310,294263.79374281707,294263.79374281707,310,9.9362028328119e-4,9.9362028328119e-4,1.0467556470313726e-6
05079,205666168.147,1648,719113.3764946513,714218.7966868858,1648,0.003496507874745177,0.003472709211834965,8.012985387183812e-6
05059,110434974.977,84,82369.46510203127,78454.34817067102,84,7.458639359422696e-4,7.104121514675084e-4,7.606285963074149e-7
05055,245341782.336,141,122205.52968450672,65345.484225415494,141,4.981032114503189e-4,2.6634470330831654e-4,5.747084685595784e-7
05051,754251901.974,643,445183.92387620977,442449.90438951127,643,5.902324179907151e-4,5.866076084548781e-4,8.525003361836601e-7
05044,255923313.897,189,143482.16883753787,142314.23119167736,189,5.606451661347442e-4,5.560815426489584e-4,7.38502472174402e-7
05042,525601374.545,670,415747.7122527181,390231.3735418535,670,7.909943397933853e-4,7.42447399190436e-4,1.2747303040826372e-6
05040,1413773904.26,187,284498.9160325507,274216.85266055213,187,2.012336733442987e-4,1.9396089561016702e-4,1.3227008889931368e-7
05038,338666482.075,225,293524.68022301287,287046.4432232538,225,8.667072053443123e-4,8.475785423598118e-4,6.643704408580127e-7
05036,81876301.6246,167,124479.84809869605,123753.759229645,167,0.0015203403870076087,0.0015114722669943214,2.039662230540031e-6
05034,402502562.407,955,546130.0779852548,544274.2766349509,955,0.0013568362763192112,0.001352225619087103,2.372655702584892e-6
05031,1209126871.45,279,405661.16054400546,401217.9968381444,279,3.354992516687116e-4,3.3182456391610813e-4,2.3074501657995552e-7
05030,84132476.9108,698,284831.8769989186,284218.5600677646,698,0.003385516360119846,0.0033782264650201897,8.296439444425754e-6
05021,128932153.154,114,102435.03679259974,100803.39748058651,114,7.944879092358645e-4,7.818328866359988e-4,8.841859630144807e-7
05004,296955980.068,85,105785.20739156888,93652.82458443921,85,3.5623194847716187e-4,3.1537611925846256e-4,2.862377109918306e-7
05002,507134114.2,629,645982.3948400407,562519.7298987494,629,0.0012737900621398203,0.0011092129559970932,1.240303072476681e-6
05895,1167357615.91,380,413201.01487978315,412410.399211477,380,3.5396266683682625e-4,3.5328539737155634e-4,3.2552149814328785e-7
05893,1894987489.44,686,682942.895719018,680123.302914698,686,3.6039440868332003e-4,3.589064870901526e-4,3.620076669755346e-7
05890,1012514620.3,496,634263.9940822856,624715.7567491382,496,6.264245289557974e-4,6.169943072664373e-4,4.898694695915e-7
05887,738256263.256,716,700035.3089916502,685877.4304486293,716,9.482280663684716e-4,9.290506082855843e-4,9.69852929986884e-7
05885,440858311.841,171,283951.9877112818,275920.7419615296,171,6.440889965883005e-4,6.258717019744955e-4,3.8787972327415905e-7
05861,139674310.593,524,242290.91017680432,242290.91017680432,524,0.0017346848475438053,0.0017346848475438053,3.751584652720392e-6
05858,524955009.162,259,264688.1895192796,238960.71541622793,259,5.042111893394608e-4,4.552022768535678e-4,4.933756140615722e-7
05856,126174757.855,172,144921.7299638476,144796.43584043116,172,0.0011485794181621623,0.0011475863976440613,1.3631886672424793e-6
05854,567702635.607,390,295641.5792304161,262413.5582398325,390,5.207683753560695e-4,4.622376959008729e-4,6.869793718378699e-7
05842,265930372.644,229,237437.15734617074,234174.15363283444,229,8.92854603201068e-4,8.805844601523667e-4,8.61127661813047e-7
05837,2919535329.25,5596,3004786.741063278,2711904.7361926893,5596,0.0010292003357380774,9.288823152858887e-4,1.916743374856696e-6
05819,122578416.693,114,88616.74401992072,76382.86492105367,114,7.2293921238894e-4,6.231347000700459e-4,9.300169073444242e-7
05809,140345788.152,320,225054.3726355608,217231.04596133143,320,0.0016035705495616162,0.0015478273257909362,2.280082674468488e-6
05792,120479062.135,277,217016.9713267303,215695.63656624465,277,0.001801283704246942,0.0017903163648846463,2.2991546837376115e-6
05790,1148984993.04,816,460943.00155337324,436180.68833285815,816,4.011740835133138e-4,3.796226155911797e-4,7.101920433625649e-7
05789,252239744.043,226,230185.02526308745,227658.01727762184,226,9.125644578193323e-4,9.025461793951564e-4,8.95972999248973e-7
05761,219071913.251,761,362842.2211912655,355077.3165722267,761,0.0016562699243674462,0.00162082537785389,3.4737451675427236e-6
05756,1346397144.34,886,876050.5568590522,829047.8457067586,886,6.506628156051902e-4,6.157528253769103e-4,6.580524949303236e-7
05736,1127326879.72,503,326169.9231085755,305916.6014492277,503,2.893303876419482e-4,2.713645943803006e-4,4.461882432227046e-7
05697,83451093.8105,844,289396.1011567705,286615.3994662639,844,0.0034678527020140515,0.003434531368960934,1.0113708058956635e-5
05690,265950720.042,561,327533.52558220905,305362.9577861417,561,0.0012315572055247065,0.001148193762129757,2.109413352636927e-6
05686,864778914.367,3543,1866801.843603692,1813488.274137732,3543,0.002158704164254689,0.0020970542227722647,4.097000911028689e-6
05679,196169746.282,408,302298.1342924799,299996.0042256062,408,0.0015410028305685684,0.0015292674324732664,2.079831409953946e-6
05306,93494441.2874,105,85853.31375372542,81861.36569513036,105,9.182718520111167e-4,8.755746819587935e-4,1.1230614200606017e-6
05282,258092598.979,772,488396.9549335076,484466.2070324521,772,0.0018923322747943136,0.0018771022840212137,2.991174497269543e-6
05266,77996703.2338,4934,680986.0621958909,670105.22906512,4934,0.00873095956574719,0.00859145580879794,6.32590839796142e-5
05264,214195945.798,670,404997.07247684937,404969.61428552767,670,0.0018907784223833378,0.0018906502304550572,3.1279770375852553e-6
05250,1560248871.59,557,347485.72735009016,347485.72735009016,557,2.2271173123552946e-4,2.2271173123552946e-4,3.5699432964971737e-7
05240,237779378.352,316,270200.49067235703,254990.6786656725,316,0.001136349554553726,0.0010723834860405493,1.3289630168525592e-6
05237,203332310.635,956,483557.4128595406,479158.3795561329,956,0.002378163172146163,0.0023565284733141393,4.701662992047078e-6
05212,67760717.3127,1587,401171.0567522723,390058.5817504254,1587,0.005920407467072122,0.005756411638182569,2.3420649351693885e-5
05209,247880390.482,707,368583.2596110253,365581.9540440054,707,0.0014869399668699902,0.00147483208870672,2.8521820488714267e-6
05206,202054485.615,195,167324.10425513002,161367.85738209815,195,8.281137820120154e-4,7.986353625901321e-4,9.650862212064829e-7
05197,241764703.415,472,263885.63233890384,251897.88063379313,472,0.001091497760473051,0.0010419133855176497,1.9523114554476168e-6
05190,46934731.7947,231,66321.39703197441,60536.98450032902,231,0.001413055843635685,0.0012898120898000962,4.92172834843141e-6
05172,721682645.255,778,444892.17101595673,444892.17101595673,778,6.164651096172032e-4,6.164651096172032e-4,1.0780361771414093e-6
05154,1429121976.16,1587,869273.5442814776,860189.7767393781,1587,6.082570688732844e-4,6.019008811624866e-4,1.110472042606337e-6
05150,149580817.998,135,95510.82955610896,95510.82955610896,135,6.385232467266359e-4,6.385232467266359e-4,9.02522140250664e-7
05148,423645191.573,2060,661171.7597946939,598697.66675119,2060,0.0015606733487042652,0.0014132053866307743,4.8625596158691045e-6
05147,387270642.17,852,341195.29104595695,339689.5745188974,852,8.810254480797504e-4,8.771374267243939e-4,2.2000118450135396e-6
05145,92057783.1446,118,97676.82580904922,95863.04406182333,118,0.0010610382139620187,0.0010413355697610727,1.28180362343346e-6
05142,262798775.407,142,140889.86377326396,139635.16376534093,142,5.361130909193391e-4,5.313387155213568e-4,5.403373732624236e-7
05138,364831230.142,294,275817.6407444507,266901.8067168743,294,7.560143374707714e-4,7.315760950974249e-4,8.058520644890214e-7
05134,206343346.409,147,170593.4415058861,156593.47926449275,147,8.267455407442465e-4,7.588976431258588e-4,7.124048463798121e-7
05129,132755935.74,1043,398065.23915368225,395520.45850442623,1043,0.002998474131757736,0.0029793052664631556,7.85652252900161e-6
05125,200129883.21,147,112931.22930288655,107904.43007603858,147,5.642896877343685e-4,5.391720034274564e-4,7.345229889818612e-7
05674,230491173.919,931,537728.1356938168,521276.1452671106,931,0.002332966276109067,0.002261588313356846,4.0392002182572735e-6
05670,424854897.69,526,380951.7815176024,348676.687169496,526,8.966632692453225e-4,8.206959342243756e-4,1.2380697571334146e-6
05667,363928658.294,363,308757.2789812258,271815.6187583811,363,8.484005640792268e-4,7.468925916210607e-4,9.97448240821832e-7
05665,602533154.311,579,480779.6439696678,442473.6293662981,579,7.979306043655672e-4,7.34355655287167e-4,9.60942971946647e-7
05664,220944274.391,1043,535680.6944473725,535092.7848406893,1043,0.002424505889206211,0.0024218449937912757,4.720647334604502e-6
05660,425619074.243,284,232137.20019761418,200261.7851176236,284,5.454107070048261e-4,4.705188212577323e-4,6.672633281417623e-7
05659,251996935.358,459,264402.16988225415,258559.0858919238,459,0.0010492277197999675,0.0010260405965834515,1.8214507225967673e-6
05658,126073583.781,138,105447.20925748772,104850.66635945233,138,8.363941604187126e-4,8.316624562809795e-4,1.094598851411388e-6
05656,161265720.116,866,385692.0305606688,344263.3665659079,866,0.002391655401304361,0.0021347584986956677,5.37001911737397e-6
05652,356339074.934,177,148827.8231809142,120636.91956102685,177,4.176578816355731e-4,3.385453015035492e-4,4.967179084493706e-7
05649,717814570.761,616,466526.5772927369,423233.29762415227,616,6.499263128611933e-4,5.896136897520153e-4,8.58160345431467e-7
05647,218726610.721,226,236183.51321778802,204611.48097399852,226,0.001079811516482809,9.354667925385346e-4,1.0332533350881466e-6
05642,288234942.112,3543,1136243.2470805375,1112199.686868451,3543,0.003942073222472192,0.0038586566872113705,1.2292055827926963e-5
05628,265764416.014,101,124828.73004517554,98542.40864766407,101,4.6969692902228035e-4,3.7078857329971905e-4,3.80035828403301e-7
05615,195940148.89,7245,1331550.78070841,1292244.279524553,7245,0.006795701586691849,0.006595096956111908,3.697557668013876e-5
05607,243600027.834,2269,881520.7926795084,869806.210496103,2269,0.003618722052364527,0.0035706326400292043,9.314448853619174e-6
05604,1989191309.69,512,740908.8812911162,726982.0715556327,512,3.72467382941956e-4,3.654661409459542e-4,2.5739102996573575e-7
05591,369556762.019,525,284513.7230067798,284299.77795909037,525,7.698782764855812e-4,7.692993531112108e-4,1.4206207380207759e-6
05585,669291469.215,370,411965.0881679773,411020.26049486664,370,6.155241880658718e-4,6.1411250464158e-4,5.528234215116568e-7
05579,1220109174.21,836,641195.8964062384,641183.9429973835,836,5.255233793495586e-4,5.255135823501526e-4,6.851845864869395e-7
05576,75432859.8569,131,119231.88535852451,118977.58500521173,131,0.0015806358871281493,0.001577264672596509,1.736643688818291e-6
05543,434069043.395,126,134748.52372641687,110834.94399711816,126,3.104310841254731e-4,2.5533943432187836e-4,2.9027640168603506e-7
05541,118314349.771,687,295151.08685957897,294833.7563149573,687,0.0024946347372981413,0.002491952640449907,5.806565317983013e-6
05501,86986192.0109,231,125900.98506918698,117277.16234801701,231,0.0014473674747528971,0.0013482273408786686,2.6555938897871746e-6
05495,937322945.012,551,334976.25387675234,329964.98970972653,551,3.573754975906024e-4,3.5202913943977143e-4,5.878443528264913e-7
05490,1255543935.69,3921,1794074.3179156685,1780970.5146299517,3921,0.0014289219731125635,0.0014184852190387083,3.122949256128711e-6
05483,316767418.235,130,134354.72605446057,113445.02957684909,130,4.241431356895011e-4,3.581335170421085e-4,4.103957431112975e-7
05480,1075172820.89,318,233295.66339514096,227213.9798958864,318,2.1698433857547187e-4,2.113278679308547e-4,2.9576640501084085e-7
05467,76028452.4464,163,142979.58343301798,137600.65764152206,163,0.0018806062576877842,0.0018098574048778702,2.1439342082480882e-6
05440,114871201.33,2033,521880.9416806036,518505.32696549536,2033,0.004543183457978759,0.004513797374469361,1.7698082517302425e-5
05425,387101375.841,259,308405.57971156924,304972.6601636747,259,7.967049433537671e-4,7.878366732773915e-4,6.690753796400429e-7
05411,216416443.168,285,207565.8723689615,182834.17978611105,285,9.591039817978712e-4,8.44825730936629e-4,1.316905480138401e-6
05400,167739659.849,788,437464.650780427,432894.414500076,788,0.0026079977220308816,0.002580751713040133,4.697756038788687e-6
05390,54296311.1537,221,89073.23683403344,89046.8228283443,221,0.0016405025487254224,0.0016400160698997364,4.070258094963419e-6
05376,132714952.735,1648,509821.917068208,506284.73002480343,1648,0.0038414806060791083,0.003814828092775144,1.2417590980050768e-5
05368,205000675.226,520,338432.5124611511,338002.3608345008,520,0.0016508848670281262,0.001648786573321649,2.5365770109134207e-6
05364,201162561.663,527,290456.2721720844,288327.12366168195,527,0.001443888314857885,0.0014333040963392853,2.6197717688784612e-6
05360,19649555.244,3298,352752.56530666986,345656.71609301795,3298,0.017952190821946618,0.017591070729123214,1.6784094902132942e-4
05353,57521601.2777,167,105115.84433774692,105115.84433774692,167,0.0018274151275843964,0.0018274151275843964,2.903257146715466e-6
05347,114848828.506,167,123206.94339658307,120546.77367285558,167,0.0010727749250846422,0.0010496125667190232,1.45408535874857e-6
05321,83326889.2105,342,122222.59980585532,121824.65949094521,342,0.0014667846233536591,0.0014620089702759972,4.1043173847044885e-6
05318,151811638.199,3217,822717.8351034105,798687.2377218364,3217,0.005419333095035594,0.005261040900401122,2.1190733715573533e-5
05315,118209748.084,114,92988.02210108825,90290.73052192506,114,7.86635819873424e-4,7.638179759740655e-4,9.643874709807472e-7
05313,190225121.12,277,204451.54976011306,190444.07443646895,277,0.001074787328594411,0.001001151022089931,1.4561693974438827e-6
05310,332204628.693,279,219648.14312117358,216638.44009264628,279,6.611832712426076e-4,6.521234846876507e-4,8.398438068056903e-7
05308,82856000.9499,1428,430764.3314530481,421307.6831537971,1428,0.005198951512438013,0.005084817977258478,1.723472028131625e-5
05234,1957262707.89,529,367521.9573541409,351393.239804447,529,1.8777344291729894e-4,1.7953299696966157e-4,2.7027541978270314e-7
05284,1384131364.7,405,382232.68674513954,375621.69577826094,405,2.7615347538055795e-4,2.713772011514775e-4,2.926022849628732e-7
05361,2841116088.67,480,403291.0169044853,345555.6941023508,480,1.4194809515625115e-4,1.216267422089445e-4,1.6894768992867885e-7
05847,2563397227.65,687,604747.1744699492,544966.3844917573,687,2.3591629418447663e-4,2.1259537094504716e-4,2.680037227900916e-7
05475,1266201382.53,58,30107.874392003145,30107.874392003145,58,2.3778108922803836e-5,2.3778108922803836e-5,4.580629969311048e-8
05873,1661852880.67,102,31447.70978145804,28319.827893178182,102,1.8923281445213995e-5,1.704111610755859e-5,6.137727423794411e-8
05045,535172377.24,1853,529664.4252145368,478948.9240717767,1853,9.897080786309097e-4,8.949432826518815e-4,3.462435803500029e-6
27615,7607550930.03,823,644004.099844823,593265.1344016646,823,8.465327485389354e-5,7.798372168102266e-5,1.081819901791646e-7
27001,3507122809.47,1600,297567.40352738736,297559.2554669186,1600,8.484658784228775e-5,8.484426455310986e-5,4.5621442045874455e-7
27006,797637562.315,475,280784.7977661785,273798.82233049104,475,3.520205304164099e-4,3.432621973516882e-4,5.955085648441601e-7
27025,2050416714.38,113,14511.101256626936,14511.101256626936,113,7.077147369535937e-6,7.077147369535937e-6,5.511074856516114e-8
27050,421566676.409,87,56716.5339184527,56716.5339184527,87,1.345375170579822e-4,1.345375170579822e-4,2.0637304812867474e-7
27073,807454205.764,63,33288.775301688285,33288.775301688285,63,4.122682755759627e-5,4.122682755759627e-5,7.802300062378203e-8
27075,895298470.913,179,61065.245335016785,61065.245335016785,179,6.820657838580265e-5,6.820657838580265e-5,1.9993332482458155e-7
27077,3479254848.94,187,39430.964675378884,39430.964675378884,187,1.1333163676524597e-5,1.1333163676524597e-5,5.374714072956512e-8
27099,3630654586.04,87,15864.327612028927,15864.327612028927,87,4.369550238413714e-6,4.369550238413714e-6,2.3962621047597914e-8
27135,380495730.952,58,31961.295033822935,31961.295033822935,58,8.399908969768413e-5,8.399908969768413e-5,1.524327220567864e-7
27150,3180694578.93,140,102840.28836646509,102113.49652845613,140,3.2332651191256796e-5,3.210415020822514e-5,4.401554331164253e-8
27160,423354067.361,47,50160.63067217762,50160.63067217762,47,1.1848387564776823e-4,1.1848387564776823e-4,1.1101818459658836e-7
27205,467717404.777,176,52539.41152963885,52539.41152963885,176,1.1233152966520196e-4,1.1233152966520196e-4,3.762955968763102e-7
27245,830180929.036,255,177746.6487474648,177717.0579735359,255,2.1410591659081217e-4,2.1407027282582803e-4,3.07161958413215e-7
27250,4134978955.32,29,5494.575322775523,5494.575322775523,29,1.3288036969828557e-6,1.3288036969828557e-6,7.013336781965733e-9
27361,1879966773.61,295,70316.69875172837,70316.69875172837,295,3.740316038495881e-5,3.740316038495881e-5,1.5691766691893562e-7
27372,1252150645.99,86,31770.28277888543,31770.28277888543,86,2.53725722864333e-5,2.53725722864333e-5,6.868183175515993e-8
27413,842909048.936,29,15403.653705211624,15403.653705211624,29,1.8274395944207246e-5,1.8274395944207246e-5,3.440466090215375e-8
27425,1812932901.11,41,14453.060115229066,14453.060115229066,41,7.972198036882626e-6,7.972198036882626e-6,2.2615288174701353e-8
27430,1372044410.67,43,38148.98305473003,38148.98305473003,43,2.780448122382644e-5,2.780448122382644e-5,3.134009341505362e-8
27450,660558361.663,83,17196.7176565626,17196.7176565626,83,2.603360831474256e-5,2.603360831474256e-5,1.2565127446277712e-7
27491,944331948.13,63,23960.942211788868,23960.942211788868,63,2.537343172518645e-5,2.537343172518645e-5,6.671382888692356e-8
27495,704087944.835,146,25183.18532757294,25183.18532757294,146,3.576710198251514e-5,3.576710198251514e-5,2.0736045982752122e-7
27580,325108589.755,26,7709.682454629881,7709.682454629881,26,2.3714176424682765e-5,2.3714176424682765e-5,7.997327914218894e-8
27600,698956779.013,36,46282.556724655,46282.556724655,36,6.621662184893722e-5,6.621662184893722e-5,5.1505330631224096e-8
27660,1582209736.26,63,63271.112957520745,63271.112957520745,63,3.9989080782096506e-5,3.9989080782096506e-5,3.981772994831792e-8
27745,1580674255.06,14,23871.426674380902,23871.426674380902,14,1.5102053188988506e-5,1.5102053188988506e-5,8.856979833247542e-9
27787,714828210.811,192,93397.8514088995,93397.8514088995,192,1.3065775804082502e-4,1.3065775804082502e-4,2.6859600264260505e-7
27800,1190321196.04,359,257136.02796094297,256963.30579052478,359,2.160223885925846e-4,2.1587728307737342e-4,3.0159926681498496e-7
27810,177759841.177,92,58903.40113601925,58903.40113601925,92,3.3136506393121516e-4,3.3136506393121516e-4,5.175522175922359e-7
