"MPIO_CDPMP","discap4t5","disbog4t5","eCDF_4t5","el_c4t5","em_c4t5","cs_c4t5","cw_c4t5","FID_4t5"
"05150",65.4245986938477,289.920043945312,0.522281639928699,0.195855614973262,0,0,0.313368983957219,343
"05154",183.31477355957,386.896301269531,0.666666666666667,0.25,0,0,0.4,342
"05172",189.13493347168,453.472930908203,0.737967914438503,0.276737967914438,0,0,0.442780748663102,341
"05190",70.4318695068359,258.074188232422,0.449197860962567,0.168449197860963,0,0,0.26951871657754,340
"05197",61.403377532959,209.783462524414,0.328877005347594,0.123328877005348,0,0,0.197326203208556,339
"05206",49.681022644043,248.611541748047,0.427807486631016,0.160427807486631,0,0,0.25668449197861,338
"05209",37.5523910522461,264.446502685547,0.464349376114082,0.174131016042781,0,0,0.278609625668449,337
"05212",18.3358554840088,263.155395507812,0.459893048128342,0.172459893048128,0,0,0.275935828877005,336
"05234",112.312507629395,376.300994873047,0.653297682709447,0.244986631016043,0,0,0.391978609625668,398
"05237",41.3086013793945,269.421508789062,0.481283422459893,0.18048128342246,0,0,0.288770053475936,335
"05240",14.7454261779785,277.043212890625,0.497326203208556,0.186497326203209,0,0,0.298395721925134,334
"05250",179.382171630859,360.169769287109,0.635472370766488,0.238302139037433,0,0,0.381283422459893,333
"05264",35.809741973877,285.947723388672,0.514260249554367,0.192847593582888,0,0,0.30855614973262,332
"05266",15.9257688522339,248.753890991211,0.428698752228164,0.160762032085562,0,0,0.257219251336898,331
"05282",44.235523223877,233.416137695312,0.389483065953654,0.14605614973262,0,0,0.233689839572192,330
"05284",86.9165802001953,345.832885742188,0.620320855614973,0.232620320855615,0,0,0.372192513368984,399
"05306",52.1254348754883,316.324279785156,0.572192513368984,0.214572192513369,0,0,0.34331550802139,329
"05308",23.1225776672363,262.203125,0.45632798573975,0.171122994652406,0,0,0.27379679144385,397
"05310",68.8240280151367,279.271209716797,0.502673796791444,0.188502673796791,0,0,0.301604278074866,396
"05313",60.4501647949219,216.770172119141,0.349376114081996,0.131016042780749,0,0,0.209625668449198,395
"05315",79.9988250732422,296.516967773438,0.542780748663102,0.203542780748663,0,0,0.325668449197861,394
"05318",23.4058628082275,249.832397460938,0.433155080213904,0.162433155080214,0,0,0.259893048128342,393
"05321",53.6477432250977,232.227935791016,0.38680926916221,0.145053475935829,0,0,0.232085561497326,392
"05347",14.9040260314941,266.327392578125,0.470588235294118,0.176470588235294,0,0,0.282352941176471,391
"05353",60.2392692565918,246.891571044922,0.423351158645276,0.158756684491979,0,0,0.254010695187166,390
"05360",11.8764009475708,253.31396484375,0.439393939393939,0.164772727272727,0,0,0.263636363636364,389
"05361",102.100456237793,356.953216552734,0.632798573975045,0.237299465240642,0,0,0.379679144385027,400
"05364",80.2252502441406,224.103057861328,0.367201426024955,0.137700534759358,0,0,0.220320855614973,388
"05368",58.189022064209,231.013259887695,0.382352941176471,0.143382352941176,0,0,0.229411764705882,387
"05376",40.1159362792969,224.337753295898,0.369875222816399,0.13870320855615,0,0,0.22192513368984,386
