"MPIO_CDPMP","REGION","CÓDIGO DANE DEL DEPARTAMENTO","DEPARTAMENTO","mpio","MUNICIPIO","cdir6t9","el_t6t9","em_t6t9","cs_t6t9","cw_t6t9","FID_6t9"
"52885","Región Pacífico",52,"Nariño",52.885,"Yacuanquer","West",0.125,0,0.111,0.3,146
"54001","Región Centro Oriente",54,"Norte de Santander",54.001,"Cúcuta","East",0.125,0,0.111,0.3,868
"54003","Región Centro Oriente",54,"Norte de Santander",54.003,"Abrego","East",0.125,0,0.111,0.3,869
"54051","Región Centro Oriente",54,"Norte de Santander",54.051,"Arboledas","East",0.125,0,0.111,0.3,870
"54099","Región Centro Oriente",54,"Norte de Santander",54.099,"Bochalema","East",0.125,0,0.111,0.3,871
"54109","Región Centro Oriente",54,"Norte de Santander",54.109,"Bucarasica","East",0.125,0,0.111,0.3,872
"54125","Región Centro Oriente",54,"Norte de Santander",54.125,"Cácota","East",0.125,0,0.111,0.3,873
"54128","Región Centro Oriente",54,"Norte de Santander",54.128,"Cachirá","East",0.125,0,0.111,0.3,874
"54172","Región Centro Oriente",54,"Norte de Santander",54.172,"Chinácota","East",0.125,0,0.111,0.3,875
"54174","Región Centro Oriente",54,"Norte de Santander",54.174,"Chitagá","East",0.125,0,0.111,0.3,901
"54206","Región Centro Oriente",54,"Norte de Santander",54.206,"Convención","East",0.125,0,0.111,0.3,902
"54223","Región Centro Oriente",54,"Norte de Santander",54.223,"Cucutilla","East",0.125,0,0.111,0.3,876
"54239","Región Centro Oriente",54,"Norte de Santander",54.239,"Durania","East",0.125,0,0.111,0.3,877
"54245","Región Centro Oriente",54,"Norte de Santander",54.245,"El Carmen","East",0.125,0,0.111,0.3,903
"54250","Región Centro Oriente",54,"Norte de Santander",54.25,"El Tarra","East",0.125,0,0.111,0.3,907
"54261","Región Centro Oriente",54,"Norte de Santander",54.261,"El Zulia","East",0.125,0,0.111,0.3,878
"54313","Región Centro Oriente",54,"Norte de Santander",54.313,"Gramalote","East",0.125,0,0.111,0.3,879
"54344","Región Centro Oriente",54,"Norte de Santander",54.344,"Hacarí","East",0.125,0,0.111,0.3,880
"54347","Región Centro Oriente",54,"Norte de Santander",54.347,"Herrán","East",0.125,0,0.111,0.3,881
"54377","Región Centro Oriente",54,"Norte de Santander",54.377,"Labateca","East",0.125,0,0.111,0.3,882
"54385","Región Centro Oriente",54,"Norte de Santander",54.385,"La Esperanza","East",0.125,0,0.111,0.3,883
"54398","Región Centro Oriente",54,"Norte de Santander",54.398,"La Playa","East",0.125,0,0.111,0.3,884
"54405","Región Centro Oriente",54,"Norte de Santander",54.405,"Los Patios","East",0.125,0,0.111,0.3,885
"54418","Región Centro Oriente",54,"Norte de Santander",54.418,"Lourdes","East",0.125,0,0.111,0.3,886
"54480","Región Centro Oriente",54,"Norte de Santander",54.48,"Mutiscua","East",0.125,0,0.111,0.3,887
"54498","Región Centro Oriente",54,"Norte de Santander",54.498,"Ocaña","East",0.125,0,0.111,0.3,888
"54518","Región Centro Oriente",54,"Norte de Santander",54.518,"Pamplona","East",0.125,0,0.111,0.3,889
"54520","Región Centro Oriente",54,"Norte de Santander",54.52,"Pamplonita","East",0.125,0,0.111,0.3,890
"54553","Región Centro Oriente",54,"Norte de Santander",54.553,"Puerto Santander","East",0.125,0,0.111,0.3,891
"54599","Región Centro Oriente",54,"Norte de Santander",54.599,"Ragonvalia","East",0.125,0,0.111,0.3,892
"54660","Región Centro Oriente",54,"Norte de Santander",54.66,"Salazar","East",0.125,0,0.111,0.3,893
"54670","Región Centro Oriente",54,"Norte de Santander",54.67,"San Calixto","East",0.125,0,0.111,0.3,894
"54673","Región Centro Oriente",54,"Norte de Santander",54.673,"San Cayetano","East",0.125,0,0.111,0.3,895
"54680","Región Centro Oriente",54,"Norte de Santander",54.68,"Santiago","East",0.125,0,0.111,0.3,896
"54720","Región Centro Oriente",54,"Norte de Santander",54.72,"Sardinata","East",0.125,0,0.111,0.3,897
"54743","Región Centro Oriente",54,"Norte de Santander",54.743,"Silos","East",0.125,0,0.111,0.3,898
"54800","Región Centro Oriente",54,"Norte de Santander",54.8,"Teorama","East",0.125,0,0.111,0.3,904
"54810","Región Centro Oriente",54,"Norte de Santander",54.81,"Tibú","East",0.125,0,0.111,0.3,905
"54820","Región Centro Oriente",54,"Norte de Santander",54.82,"Toledo","East",0.125,0,0.111,0.3,906
"54871","Región Centro Oriente",54,"Norte de Santander",54.871,"Villa Caro","East",0.125,0,0.111,0.3,899
"54874","Región Centro Oriente",54,"Norte de Santander",54.874,"Villa del Rosario","East",0.125,0,0.111,0.3,900
"63001","Región Eje Cafetero - Antioquia",63,"Quindío",63.001,"Armenia","North",0.25,0.222,0.333,0.1,256
"63111","Región Eje Cafetero - Antioquia",63,"Quindío",63.111,"Buenavista","North",0.25,0.222,0.333,0.1,257
"63130","Región Eje Cafetero - Antioquia",63,"Quindío",63.13,"Calarcá","North",0.25,0.222,0.333,0.1,258
"63190","Región Eje Cafetero - Antioquia",63,"Quindío",63.19,"Circasia","North",0.25,0.222,0.333,0.1,259
"63212","Región Eje Cafetero - Antioquia",63,"Quindío",63.212,"Córdoba","North",0.25,0.222,0.333,0.1,260
"63272","Región Eje Cafetero - Antioquia",63,"Quindío",63.272,"Filandia","North",0.25,0.222,0.333,0.1,261
"63302","Región Eje Cafetero - Antioquia",63,"Quindío",63.302,"Génova","North",0.25,0.222,0.333,0.1,262
"63401","Región Eje Cafetero - Antioquia",63,"Quindío",63.401,"La Tebaida","North",0.25,0.222,0.333,0.1,263
"63470","Región Eje Cafetero - Antioquia",63,"Quindío",63.47,"Montenegro","North",0.25,0.222,0.333,0.1,264
"63548","Región Eje Cafetero - Antioquia",63,"Quindío",63.548,"Pijao","North",0.25,0.222,0.333,0.1,265
"63594","Región Eje Cafetero - Antioquia",63,"Quindío",63.594,"Quimbaya","North",0.25,0.222,0.333,0.1,266
"63690","Región Eje Cafetero - Antioquia",63,"Quindío",63.69,"Salento","North",0.25,0.222,0.333,0.1,267
"66001","Región Eje Cafetero - Antioquia",66,"Risaralda",66.001,"Pereira","North",0.25,0.222,0.333,0.1,268
"66045","Región Eje Cafetero - Antioquia",66,"Risaralda",66.045,"Apía","North",0.25,0.222,0.333,0.1,269
"66075","Región Eje Cafetero - Antioquia",66,"Risaralda",66.075,"Balboa","North",0.25,0.222,0.333,0.1,270
"66088","Región Eje Cafetero - Antioquia",66,"Risaralda",66.088,"Belén de Umbría","North",0.25,0.222,0.333,0.1,271
"66170","Región Eje Cafetero - Antioquia",66,"Risaralda",66.17,"Dosquebradas","North",0.25,0.222,0.333,0.1,272
"66318","Región Eje Cafetero - Antioquia",66,"Risaralda",66.318,"Guática","North",0.25,0.222,0.333,0.1,273
"66383","Región Eje Cafetero - Antioquia",66,"Risaralda",66.383,"La Celia","North",0.25,0.222,0.333,0.1,274
"66400","Región Eje Cafetero - Antioquia",66,"Risaralda",66.4,"La Virginia","North",0.25,0.222,0.333,0.1,275
"66440","Región Eje Cafetero - Antioquia",66,"Risaralda",66.44,"Marsella","North",0.25,0.222,0.333,0.1,276
"66456","Región Eje Cafetero - Antioquia",66,"Risaralda",66.456,"Mistrató","North",0.25,0.222,0.333,0.1,277
"66572","Región Eje Cafetero - Antioquia",66,"Risaralda",66.572,"Pueblo Rico","North",0.25,0.222,0.333,0.1,278
"66594","Región Eje Cafetero - Antioquia",66,"Risaralda",66.594,"Quinchía","North",0.25,0.222,0.333,0.1,279
"66682","Región Eje Cafetero - Antioquia",66,"Risaralda",66.682,"Santa Rosa de Cabal","North",0.25,0.222,0.333,0.1,280
"66687","Región Eje Cafetero - Antioquia",66,"Risaralda",66.687,"Santuario","North",0.25,0.222,0.333,0.1,281
"68001","Región Centro Oriente",68,"Santander",68.001,"Bucaramanga","East",0.125,0,0.111,0.3,1061
"68013","Región Centro Oriente",68,"Santander",68.013,"Aguada","East",0.125,0,0.111,0.3,975
"68020","Región Centro Oriente",68,"Santander",68.02,"Albania","East",0.125,0,0.111,0.3,976
"68051","Región Centro Oriente",68,"Santander",68.051,"Aratoca","East",0.125,0,0.111,0.3,977
"68077","Región Centro Oriente",68,"Santander",68.077,"Barbosa","East",0.125,0,0.111,0.3,978
"68079","Región Centro Oriente",68,"Santander",68.079,"Barichara","East",0.125,0,0.111,0.3,979
"68081","Región Centro Oriente",68,"Santander",68.081,"Barrancabermeja","East",0.125,0,0.111,0.3,980
"68092","Región Centro Oriente",68,"Santander",68.092,"Betulia","East",0.125,0,0.111,0.3,981
"68101","Región Centro Oriente",68,"Santander",68.101,"Bolívar","East",0.125,0,0.111,0.3,1058
"68121","Región Centro Oriente",68,"Santander",68.121,"Cabrera","East",0.125,0,0.111,0.3,982
"68132","Región Centro Oriente",68,"Santander",68.132,"California","East",0.125,0,0.111,0.3,983
"68147","Región Centro Oriente",68,"Santander",68.147,"Capitanejo","East",0.125,0,0.111,0.3,984
"68152","Región Centro Oriente",68,"Santander",68.152,"Carcasí","East",0.125,0,0.111,0.3,985
"68160","Región Centro Oriente",68,"Santander",68.16,"Cepitá","East",0.125,0,0.111,0.3,986
"68162","Región Centro Oriente",68,"Santander",68.162,"Cerrito","East",0.125,0,0.111,0.3,987
"68167","Región Centro Oriente",68,"Santander",68.167,"Charalá","East",0.125,0,0.111,0.3,988
"68169","Región Centro Oriente",68,"Santander",68.169,"Charta","East",0.125,0,0.111,0.3,989
"68176","Región Centro Oriente",68,"Santander",68.176,"Chimá","East",0.125,0,0.111,0.3,990
"68179","Región Centro Oriente",68,"Santander",68.179,"Chipatá","East",0.125,0,0.111,0.3,991
"68190","Región Centro Oriente",68,"Santander",68.19,"Cimitarra","East",0.125,0,0.111,0.3,992
"68207","Región Centro Oriente",68,"Santander",68.207,"Concepción","East",0.125,0,0.111,0.3,993
"68209","Región Centro Oriente",68,"Santander",68.209,"Confines","East",0.125,0,0.111,0.3,994
"68211","Región Centro Oriente",68,"Santander",68.211,"Contratación","East",0.125,0,0.111,0.3,1038
"68217","Región Centro Oriente",68,"Santander",68.217,"Coromoro","East",0.125,0,0.111,0.3,1039
"68229","Región Centro Oriente",68,"Santander",68.229,"Curití","East",0.125,0,0.111,0.3,1040
"68235","Región Centro Oriente",68,"Santander",68.235,"El Carmen de Chucurí","East",0.125,0,0.111,0.3,1041
"68245","Región Centro Oriente",68,"Santander",68.245,"El Guacamayo","East",0.125,0,0.111,0.3,1042
"68250","Región Centro Oriente",68,"Santander",68.25,"El Peñón","East",0.125,0,0.111,0.3,1059
"68255","Región Centro Oriente",68,"Santander",68.255,"El Playón","East",0.125,0,0.111,0.3,1043
"68264","Región Centro Oriente",68,"Santander",68.264,"Encino","East",0.125,0,0.111,0.3,1044
"68266","Región Centro Oriente",68,"Santander",68.266,"Enciso","East",0.125,0,0.111,0.3,1045
"68271","Región Centro Oriente",68,"Santander",68.271,"Florián","East",0.125,0,0.111,0.3,1046
"68276","Región Centro Oriente",68,"Santander",68.276,"Floridablanca","East",0.125,0,0.111,0.3,1057
"68296","Región Centro Oriente",68,"Santander",68.296,"Galán","East",0.125,0,0.111,0.3,1047
"68298","Región Centro Oriente",68,"Santander",68.298,"Gambita","East",0.125,0,0.111,0.3,1048
"68307","Región Centro Oriente",68,"Santander",68.307,"Girón","East",0.125,0,0.111,0.3,1056
"68318","Región Centro Oriente",68,"Santander",68.318,"Guaca","East",0.125,0,0.111,0.3,1049
"68320","Región Centro Oriente",68,"Santander",68.32,"Guadalupe","East",0.125,0,0.111,0.3,1050
"68322","Región Centro Oriente",68,"Santander",68.322,"Guapotá","East",0.125,0,0.111,0.3,1051
"68324","Región Centro Oriente",68,"Santander",68.324,"Guavatá","East",0.125,0,0.111,0.3,1052
"68327","Región Centro Oriente",68,"Santander",68.327,"Güepsa","East",0.125,0,0.111,0.3,1053
"68344","Región Centro Oriente",68,"Santander",68.344,"Hato","East",0.125,0,0.111,0.3,1054
"68368","Región Centro Oriente",68,"Santander",68.368,"Jesús María","East",0.125,0,0.111,0.3,1055
"68370","Región Centro Oriente",68,"Santander",68.37,"Jordán","East",0.125,0,0.111,0.3,1017
"68377","Región Centro Oriente",68,"Santander",68.377,"La Belleza","East",0.125,0,0.111,0.3,1018
"68385","Región Centro Oriente",68,"Santander",68.385,"Landázuri","East",0.125,0,0.111,0.3,1019
"68397","Región Centro Oriente",68,"Santander",68.397,"La Paz","East",0.125,0,0.111,0.3,1020
"68406","Región Centro Oriente",68,"Santander",68.406,"Lebríja","East",0.125,0,0.111,0.3,1021
"68418","Región Centro Oriente",68,"Santander",68.418,"Los Santos","East",0.125,0,0.111,0.3,1022
"68425","Región Centro Oriente",68,"Santander",68.425,"Macaravita","East",0.125,0,0.111,0.3,1023
"68432","Región Centro Oriente",68,"Santander",68.432,"Málaga","East",0.125,0,0.111,0.3,1024
"68444","Región Centro Oriente",68,"Santander",68.444,"Matanza","East",0.125,0,0.111,0.3,1025
"68464","Región Centro Oriente",68,"Santander",68.464,"Mogotes","East",0.125,0,0.111,0.3,1026
"68468","Región Centro Oriente",68,"Santander",68.468,"Molagavita","East",0.125,0,0.111,0.3,1027
"68498","Región Centro Oriente",68,"Santander",68.498,"Ocamonte","East",0.125,0,0.111,0.3,1028
"68500","Región Centro Oriente",68,"Santander",68.5,"Oiba","East",0.125,0,0.111,0.3,1029
"68502","Región Centro Oriente",68,"Santander",68.502,"Onzaga","East",0.125,0,0.111,0.3,1030
"68522","Región Centro Oriente",68,"Santander",68.522,"Palmar","East",0.125,0,0.111,0.3,1031
"68524","Región Centro Oriente",68,"Santander",68.524,"Palmas del Socorro","East",0.125,0,0.111,0.3,1032
"68533","Región Centro Oriente",68,"Santander",68.533,"Páramo","East",0.125,0,0.111,0.3,1033
"68547","Región Centro Oriente",68,"Santander",68.547,"Piedecuesta","East",0.125,0,0.111,0.3,1060
"68549","Región Centro Oriente",68,"Santander",68.549,"Pinchote","East",0.125,0,0.111,0.3,1034
"68572","Región Centro Oriente",68,"Santander",68.572,"Puente Nacional","East",0.125,0,0.111,0.3,1035
"68573","Región Centro Oriente",68,"Santander",68.573,"Puerto Parra","East",0.125,0,0.111,0.3,1036
"68575","Región Centro Oriente",68,"Santander",68.575,"Puerto Wilches","East",0.125,0,0.111,0.3,1037
"68615","Región Centro Oriente",68,"Santander",68.615,"Rionegro","East",0.125,0,0.111,0.3,995
"68655","Región Centro Oriente",68,"Santander",68.655,"Sabana de Torres","East",0.125,0,0.111,0.3,996
"68669","Región Centro Oriente",68,"Santander",68.669,"San Andrés","East",0.125,0,0.111,0.3,997
"68673","Región Centro Oriente",68,"Santander",68.673,"San Benito","East",0.125,0,0.111,0.3,998
"68679","Región Centro Oriente",68,"Santander",68.679,"San Gil","East",0.125,0,0.111,0.3,999
"68682","Región Centro Oriente",68,"Santander",68.682,"San Joaquín","East",0.125,0,0.111,0.3,1000
"68684","Región Centro Oriente",68,"Santander",68.684,"San José de Miranda","East",0.125,0,0.111,0.3,1001
"68686","Región Centro Oriente",68,"Santander",68.686,"San Miguel","East",0.125,0,0.111,0.3,1002
"68689","Región Centro Oriente",68,"Santander",68.689,"San Vicente de Chucurí","East",0.125,0,0.111,0.3,1003
"68705","Región Centro Oriente",68,"Santander",68.705,"Santa Bárbara","East",0.125,0,0.111,0.3,1004
"68720","Región Centro Oriente",68,"Santander",68.72,"Santa Helena del Opón","East",0.125,0,0.111,0.3,1005
"68745","Región Centro Oriente",68,"Santander",68.745,"Simacota","East",0.125,0,0.111,0.3,1006
"68755","Región Centro Oriente",68,"Santander",68.755,"Socorro","East",0.125,0,0.111,0.3,1007
"68770","Región Centro Oriente",68,"Santander",68.77,"Suaita","East",0.125,0,0.111,0.3,1008
"68773","Región Centro Oriente",68,"Santander",68.773,"Sucre","East",0.125,0,0.111,0.3,1009
"68780","Región Centro Oriente",68,"Santander",68.78,"Suratá","East",0.125,0,0.111,0.3,1010
"68820","Región Centro Oriente",68,"Santander",68.82,"Tona","East",0.125,0,0.111,0.3,1011
"68855","Región Centro Oriente",68,"Santander",68.855,"Valle de San José","East",0.125,0,0.111,0.3,1012
"68861","Región Centro Oriente",68,"Santander",68.861,"Vélez","East",0.125,0,0.111,0.3,1013
"68867","Región Centro Oriente",68,"Santander",68.867,"Vetas","East",0.125,0,0.111,0.3,1014
"68872","Región Centro Oriente",68,"Santander",68.872,"Villanueva","East",0.125,0,0.111,0.3,1015
"68895","Región Centro Oriente",68,"Santander",68.895,"Zapatoca","East",0.125,0,0.111,0.3,1016
"70001","Región Caribe",70,"Sucre",70.001,"Sincelejo","North",0.25,0.222,0.333,0.1,602
"70110","Región Caribe",70,"Sucre",70.11,"Buenavista","North",0.25,0.222,0.333,0.1,603
"70124","Región Caribe",70,"Sucre",70.124,"Caimito","North",0.25,0.222,0.333,0.1,604
"70204","Región Caribe",70,"Sucre",70.204,"Coloso","North",0.25,0.222,0.333,0.1,605
"70215","Región Caribe",70,"Sucre",70.215,"Corozal","North",0.25,0.222,0.333,0.1,606
"70221","Región Caribe",70,"Sucre",70.221,"Coveñas","North",0.25,0.222,0.333,0.1,607
"70230","Región Caribe",70,"Sucre",70.23,"Chalán","North",0.25,0.222,0.333,0.1,608
"70233","Región Caribe",70,"Sucre",70.233,"El Roble","North",0.25,0.222,0.333,0.1,609
"70235","Región Caribe",70,"Sucre",70.235,"Galeras","North",0.25,0.222,0.333,0.1,610
"70265","Región Caribe",70,"Sucre",70.265,"Guaranda","North",0.25,0.222,0.333,0.1,611
"70400","Región Caribe",70,"Sucre",70.4,"La Unión","North",0.25,0.222,0.333,0.1,612
"70418","Región Caribe",70,"Sucre",70.418,"Los Palmitos","North",0.25,0.222,0.333,0.1,613
"70429","Región Caribe",70,"Sucre",70.429,"Majagual","North",0.25,0.222,0.333,0.1,614
"70473","Región Caribe",70,"Sucre",70.473,"Morroa","North",0.25,0.222,0.333,0.1,627
"70508","Región Caribe",70,"Sucre",70.508,"Ovejas","North",0.25,0.222,0.333,0.1,615
"70523","Región Caribe",70,"Sucre",70.523,"Palmito","North",0.25,0.222,0.333,0.1,616
"70670","Región Caribe",70,"Sucre",70.67,"Sampués","North",0.25,0.222,0.333,0.1,617
"70678","Región Caribe",70,"Sucre",70.678,"San Benito Abad","North",0.25,0.222,0.333,0.1,618
"70702","Región Caribe",70,"Sucre",70.702,"San Juan de Betulia","North",0.25,0.222,0.333,0.1,619
"70708","Región Caribe",70,"Sucre",70.708,"San Marcos","North",0.25,0.222,0.333,0.1,620
"70713","Región Caribe",70,"Sucre",70.713,"San Onofre","North",0.25,0.222,0.333,0.1,621
"70717","Región Caribe",70,"Sucre",70.717,"San Pedro","North",0.25,0.222,0.333,0.1,622
"70742","Región Caribe",70,"Sucre",70.742,"San Luis de Sincé","North",0.25,0.222,0.333,0.1,623
"70771","Región Caribe",70,"Sucre",70.771,"Sucre","North",0.25,0.222,0.333,0.1,624
"70820","Región Caribe",70,"Sucre",70.82,"Santiago de Tolú","North",0.25,0.222,0.333,0.1,625
"70823","Región Caribe",70,"Sucre",70.823,"Tolú Viejo","North",0.25,0.222,0.333,0.1,626
"73001","Región Centro Sur",73,"Tolima",73.001,"Ibagué","South",0.25,0,0,0.5,1062
"73024","Región Centro Sur",73,"Tolima",73.024,"Alpujarra","South",0.25,0,0,0.5,1063
"73026","Región Centro Sur",73,"Tolima",73.026,"Alvarado","South",0.25,0,0,0.5,1064
"73030","Región Centro Sur",73,"Tolima",73.03,"Ambalema","South",0.25,0,0,0.5,1065
"73043","Región Centro Sur",73,"Tolima",73.043,"Anzoátegui","South",0.25,0,0,0.5,1066
"73055","Región Centro Sur",73,"Tolima",73.055,"Armero","South",0.25,0,0,0.5,1067
"73067","Región Centro Sur",73,"Tolima",73.067,"Ataco","South",0.25,0,0,0.5,1068
"73124","Región Centro Sur",73,"Tolima",73.124,"Cajamarca","South",0.25,0,0,0.5,1069
"73148","Región Centro Sur",73,"Tolima",73.148,"Carmen de Apicala","South",0.25,0,0,0.5,1070
"73152","Región Centro Sur",73,"Tolima",73.152,"Casabianca","South",0.25,0,0,0.5,1071
"73168","Región Centro Sur",73,"Tolima",73.168,"Chaparral","South",0.25,0,0,0.5,1072
"73200","Región Centro Sur",73,"Tolima",73.2,"Coello","South",0.25,0,0,0.5,1073
"73217","Región Centro Sur",73,"Tolima",73.217,"Coyaima","South",0.25,0,0,0.5,1074
"73226","Región Centro Sur",73,"Tolima",73.226,"Cunday","South",0.25,0,0,0.5,1075
"73236","Región Centro Sur",73,"Tolima",73.236,"Dolores","South",0.25,0,0,0.5,1076
"73268","Región Centro Sur",73,"Tolima",73.268,"Espinal","South",0.25,0,0,0.5,1077
"73270","Región Centro Sur",73,"Tolima",73.27,"Falan","South",0.25,0,0,0.5,1078
"73275","Región Centro Sur",73,"Tolima",73.275,"Flandes","South",0.25,0,0,0.5,1079
"73283","Región Centro Sur",73,"Tolima",73.283,"Fresno","South",0.25,0,0,0.5,1080
"73319","Región Centro Sur",73,"Tolima",73.319,"Guamo","South",0.25,0,0,0.5,1081
"73347","Región Centro Sur",73,"Tolima",73.347,"Herveo","South",0.25,0,0,0.5,1082
"73349","Región Centro Sur",73,"Tolima",73.349,"Honda","South",0.25,0,0,0.5,1119
"73352","Región Centro Sur",73,"Tolima",73.352,"Icononzo","South",0.25,0,0,0.5,1083
"73408","Región Centro Sur",73,"Tolima",73.408,"Lérida","South",0.25,0,0,0.5,1084
"73411","Región Centro Sur",73,"Tolima",73.411,"Líbano","South",0.25,0,0,0.5,1085
"73443","Región Centro Sur",73,"Tolima",73.443,"Mariquita","South",0.25,0,0,0.5,1086
"73449","Región Centro Sur",73,"Tolima",73.449,"Melgar","South",0.25,0,0,0.5,1087
"73461","Región Centro Sur",73,"Tolima",73.461,"Murillo","South",0.25,0,0,0.5,1088
"73483","Región Centro Sur",73,"Tolima",73.483,"Natagaima","South",0.25,0,0,0.5,1089
"73504","Región Centro Sur",73,"Tolima",73.504,"Ortega","South",0.25,0,0,0.5,1090
"73520","Región Centro Sur",73,"Tolima",73.52,"Palocabildo","South",0.25,0,0,0.5,1091
"73547","Región Centro Sur",73,"Tolima",73.547,"Piedras","South",0.25,0,0,0.5,1092
"73555","Región Centro Sur",73,"Tolima",73.555,"Planadas","South",0.25,0,0,0.5,1093
"73563","Región Centro Sur",73,"Tolima",73.563,"Prado","South",0.25,0,0,0.5,1094
"73585","Región Centro Sur",73,"Tolima",73.585,"Purificación","South",0.25,0,0,0.5,1095
"73616","Región Centro Sur",73,"Tolima",73.616,"Rio Blanco","South",0.25,0,0,0.5,1096
"73622","Región Centro Sur",73,"Tolima",73.622,"Roncesvalles","South",0.25,0,0,0.5,1097
"73624","Región Centro Sur",73,"Tolima",73.624,"Rovira","South",0.25,0,0,0.5,1098
"73671","Región Centro Sur",73,"Tolima",73.671,"Saldaña","South",0.25,0,0,0.5,1099
"73675","Región Centro Sur",73,"Tolima",73.675,"San Antonio","South",0.25,0,0,0.5,1100
"73678","Región Centro Sur",73,"Tolima",73.678,"San Luis","South",0.25,0,0,0.5,1101
"73686","Región Centro Sur",73,"Tolima",73.686,"Santa Isabel","South",0.25,0,0,0.5,1102
"73770","Región Centro Sur",73,"Tolima",73.77,"Suárez","South",0.25,0,0,0.5,1103
"73854","Región Centro Sur",73,"Tolima",73.854,"Valle de San Juan","South",0.25,0,0,0.5,1104
"73861","Región Centro Sur",73,"Tolima",73.861,"Venadillo","South",0.25,0,0,0.5,1105
"73870","Región Centro Sur",73,"Tolima",73.87,"Villahermosa","South",0.25,0,0,0.5,1106
"73873","Región Centro Sur",73,"Tolima",73.873,"Villarrica","South",0.25,0,0,0.5,1107
"76001","Región Pacífico",76,"Valle del Cauca",76.001,"Cali","West",0.125,0,0.111,0.3,58
"76020","Región Pacífico",76,"Valle del Cauca",76.02,"Alcalá","West",0.125,0,0.111,0.3,75
"76036","Región Pacífico",76,"Valle del Cauca",76.036,"Andalucía","West",0.125,0,0.111,0.3,59
"76041","Región Pacífico",76,"Valle del Cauca",76.041,"Ansermanuevo","West",0.125,0,0.111,0.3,60
"76054","Región Pacífico",76,"Valle del Cauca",76.054,"Argelia","West",0.125,0,0.111,0.3,61
"76100","Región Pacífico",76,"Valle del Cauca",76.1,"Bolívar","West",0.125,0,0.111,0.3,97
"76109","Región Pacífico",76,"Valle del Cauca",76.109,"Buenaventura","West",0.125,0,0.111,0.3,99
"76111","Región Pacífico",76,"Valle del Cauca",76.111,"Guadalajara de Buga","West",0.125,0,0.111,0.3,62
"76113","Región Pacífico",76,"Valle del Cauca",76.113,"Bugalagrande","West",0.125,0,0.111,0.3,63
"76122","Región Pacífico",76,"Valle del Cauca",76.122,"Caicedonia","West",0.125,0,0.111,0.3,64
"76126","Región Pacífico",76,"Valle del Cauca",76.126,"Calima","West",0.125,0,0.111,0.3,65
"76130","Región Pacífico",76,"Valle del Cauca",76.13,"Candelaria","West",0.125,0,0.111,0.3,66
"76147","Región Pacífico",76,"Valle del Cauca",76.147,"Cartago","West",0.125,0,0.111,0.3,67
"76233","Región Pacífico",76,"Valle del Cauca",76.233,"Dagua","West",0.125,0,0.111,0.3,98
"76243","Región Pacífico",76,"Valle del Cauca",76.243,"El Águila","West",0.125,0,0.111,0.3,68
"76246","Región Pacífico",76,"Valle del Cauca",76.246,"El Cairo","West",0.125,0,0.111,0.3,69
"76248","Región Pacífico",76,"Valle del Cauca",76.248,"El Cerrito","West",0.125,0,0.111,0.3,70
"76250","Región Pacífico",76,"Valle del Cauca",76.25,"El Dovio","West",0.125,0,0.111,0.3,71
"76275","Región Pacífico",76,"Valle del Cauca",76.275,"Florida","West",0.125,0,0.111,0.3,72
"76306","Región Pacífico",76,"Valle del Cauca",76.306,"Ginebra","West",0.125,0,0.111,0.3,73
"76318","Región Pacífico",76,"Valle del Cauca",76.318,"Guacarí","West",0.125,0,0.111,0.3,74
"76364","Región Pacífico",76,"Valle del Cauca",76.364,"Jamundí","West",0.125,0,0.111,0.3,96
"76377","Región Pacífico",76,"Valle del Cauca",76.377,"La Cumbre","West",0.125,0,0.111,0.3,95
"76400","Región Pacífico",76,"Valle del Cauca",76.4,"La Unión","West",0.125,0,0.111,0.3,94
"76403","Región Pacífico",76,"Valle del Cauca",76.403,"La Victoria","West",0.125,0,0.111,0.3,93
"76497","Región Pacífico",76,"Valle del Cauca",76.497,"Obando","West",0.125,0,0.111,0.3,76
"76520","Región Pacífico",76,"Valle del Cauca",76.52,"Palmira","West",0.125,0,0.111,0.3,77
"76563","Región Pacífico",76,"Valle del Cauca",76.563,"Pradera","West",0.125,0,0.111,0.3,78
"76606","Región Pacífico",76,"Valle del Cauca",76.606,"Restrepo","West",0.125,0,0.111,0.3,79
"76616","Región Pacífico",76,"Valle del Cauca",76.616,"Riofrío","West",0.125,0,0.111,0.3,80
"76622","Región Pacífico",76,"Valle del Cauca",76.622,"Roldanillo","West",0.125,0,0.111,0.3,81
"76670","Región Pacífico",76,"Valle del Cauca",76.67,"San Pedro","West",0.125,0,0.111,0.3,82
"76736","Región Pacífico",76,"Valle del Cauca",76.736,"Sevilla","West",0.125,0,0.111,0.3,83
"76823","Región Pacífico",76,"Valle del Cauca",76.823,"Toro","West",0.125,0,0.111,0.3,84
"76828","Región Pacífico",76,"Valle del Cauca",76.828,"Trujillo","West",0.125,0,0.111,0.3,85
"76834","Región Pacífico",76,"Valle del Cauca",76.834,"Tuluá","West",0.125,0,0.111,0.3,86
"76845","Región Pacífico",76,"Valle del Cauca",76.845,"Ulloa","West",0.125,0,0.111,0.3,87
"76863","Región Pacífico",76,"Valle del Cauca",76.863,"Versalles","West",0.125,0,0.111,0.3,88
"76869","Región Pacífico",76,"Valle del Cauca",76.869,"Vijes","West",0.125,0,0.111,0.3,89
