"MPIO_CDPMP","REGION","CÓDIGO DANE DEL DEPARTAMENTO","DEPARTAMENTO","mpio","MUNICIPIO","cdir6t9","el_t6t9","em_t6t9","cs_t6t9","cw_t6t9","FID_6t9"
"15362","Región Centro Oriente",15,"Boyacá",15.362,"Iza","East",0.125,0,0.111,0.3,693
"15367","Región Centro Oriente",15,"Boyacá",15.367,"Jenesano","East",0.125,0,0.111,0.3,694
"15368","Región Centro Oriente",15,"Boyacá",15.368,"Jericó","East",0.125,0,0.111,0.3,695
"15377","Región Centro Oriente",15,"Boyacá",15.377,"Labranzagrande","East",0.125,0,0.111,0.3,661
"15380","Región Centro Oriente",15,"Boyacá",15.38,"La Capilla","East",0.125,0,0.111,0.3,662
"15401","Región Centro Oriente",15,"Boyacá",15.401,"La Victoria","East",0.125,0,0.111,0.3,663
"15403","Región Centro Oriente",15,"Boyacá",15.403,"La Uvita","East",0.125,0,0.111,0.3,664
"15407","Región Centro Oriente",15,"Boyacá",15.407,"Villa de Leyva","East",0.125,0,0.111,0.3,696
"15425","Región Centro Oriente",15,"Boyacá",15.425,"Macanal","East",0.125,0,0.111,0.3,697
"15442","Región Centro Oriente",15,"Boyacá",15.442,"Maripí","East",0.125,0,0.111,0.3,698
"15455","Región Centro Oriente",15,"Boyacá",15.455,"Miraflores","East",0.125,0,0.111,0.3,699
"15464","Región Centro Oriente",15,"Boyacá",15.464,"Mongua","East",0.125,0,0.111,0.3,700
"15466","Región Centro Oriente",15,"Boyacá",15.466,"Monguí","East",0.125,0,0.111,0.3,701
"15469","Región Centro Oriente",15,"Boyacá",15.469,"Moniquirá","East",0.125,0,0.111,0.3,702
"15476","Región Centro Oriente",15,"Boyacá",15.476,"Motavita","East",0.125,0,0.111,0.3,703
"15480","Región Centro Oriente",15,"Boyacá",15.48,"Muzo","East",0.125,0,0.111,0.3,704
"15491","Región Centro Oriente",15,"Boyacá",15.491,"Nobsa","East",0.125,0,0.111,0.3,705
"15494","Región Centro Oriente",15,"Boyacá",15.494,"Nuevo Colón","East",0.125,0,0.111,0.3,706
"15500","Región Centro Oriente",15,"Boyacá",15.5,"Oicatá","East",0.125,0,0.111,0.3,707
"15507","Región Centro Oriente",15,"Boyacá",15.507,"Otanche","East",0.125,0,0.111,0.3,708
"15511","Región Centro Oriente",15,"Boyacá",15.511,"Pachavita","East",0.125,0,0.111,0.3,709
"15514","Región Centro Oriente",15,"Boyacá",15.514,"Páez","East",0.125,0,0.111,0.3,710
"15516","Región Centro Oriente",15,"Boyacá",15.516,"Paipa","East",0.125,0,0.111,0.3,711
"15518","Región Centro Oriente",15,"Boyacá",15.518,"Pajarito","East",0.125,0,0.111,0.3,712
"15522","Región Centro Oriente",15,"Boyacá",15.522,"Panqueba","East",0.125,0,0.111,0.3,713
"15531","Región Centro Oriente",15,"Boyacá",15.531,"Pauna","East",0.125,0,0.111,0.3,714
"15533","Región Centro Oriente",15,"Boyacá",15.533,"Paya","East",0.125,0,0.111,0.3,715
"15537","Región Centro Oriente",15,"Boyacá",15.537,"Paz de Río","East",0.125,0,0.111,0.3,716
"15542","Región Centro Oriente",15,"Boyacá",15.542,"Pesca","East",0.125,0,0.111,0.3,665
"15550","Región Centro Oriente",15,"Boyacá",15.55,"Pisba","East",0.125,0,0.111,0.3,666
"15572","Región Centro Oriente",15,"Boyacá",15.572,"Puerto Boyacá","East",0.125,0,0.111,0.3,667
"15580","Región Centro Oriente",15,"Boyacá",15.58,"Quípama","East",0.125,0,0.111,0.3,668
"15599","Región Centro Oriente",15,"Boyacá",15.599,"Ramiriquí","East",0.125,0,0.111,0.3,717
"15600","Región Centro Oriente",15,"Boyacá",15.6,"Ráquira","East",0.125,0,0.111,0.3,718
"15621","Región Centro Oriente",15,"Boyacá",15.621,"Rondón","East",0.125,0,0.111,0.3,719
"15632","Región Centro Oriente",15,"Boyacá",15.632,"Saboyá","East",0.125,0,0.111,0.3,720
"15638","Región Centro Oriente",15,"Boyacá",15.638,"Sáchica","East",0.125,0,0.111,0.3,721
"15646","Región Centro Oriente",15,"Boyacá",15.646,"Samacá","East",0.125,0,0.111,0.3,722
"15660","Región Centro Oriente",15,"Boyacá",15.66,"San Eduardo","East",0.125,0,0.111,0.3,723
"15664","Región Centro Oriente",15,"Boyacá",15.664,"San José de Pare","East",0.125,0,0.111,0.3,724
"15667","Región Centro Oriente",15,"Boyacá",15.667,"San Luis de Gaceno","East",0.125,0,0.111,0.3,725
"15673","Región Centro Oriente",15,"Boyacá",15.673,"San Mateo","East",0.125,0,0.111,0.3,726
"15676","Región Centro Oriente",15,"Boyacá",15.676,"San Miguel de Sema","East",0.125,0,0.111,0.3,727
"15681","Región Centro Oriente",15,"Boyacá",15.681,"San Pablo de Borbur","East",0.125,0,0.111,0.3,728
"15686","Región Centro Oriente",15,"Boyacá",15.686,"Santana","East",0.125,0,0.111,0.3,729
"15690","Región Centro Oriente",15,"Boyacá",15.69,"Santa María","East",0.125,0,0.111,0.3,730
"15693","Región Centro Oriente",15,"Boyacá",15.693,"Santa Rosa de Viterbo","East",0.125,0,0.111,0.3,731
"15696","Región Centro Oriente",15,"Boyacá",15.696,"Santa Sofía","East",0.125,0,0.111,0.3,732
"15720","Región Centro Oriente",15,"Boyacá",15.72,"Sativanorte","East",0.125,0,0.111,0.3,733
"15723","Región Centro Oriente",15,"Boyacá",15.723,"Sativasur","East",0.125,0,0.111,0.3,734
"15740","Región Centro Oriente",15,"Boyacá",15.74,"Siachoque","East",0.125,0,0.111,0.3,735
"15753","Región Centro Oriente",15,"Boyacá",15.753,"Soatá","East",0.125,0,0.111,0.3,736
"15755","Región Centro Oriente",15,"Boyacá",15.755,"Socotá","East",0.125,0,0.111,0.3,669
"15757","Región Centro Oriente",15,"Boyacá",15.757,"Socha","East",0.125,0,0.111,0.3,670
"15759","Región Centro Oriente",15,"Boyacá",15.759,"Sogamoso","East",0.125,0,0.111,0.3,671
"15761","Región Centro Oriente",15,"Boyacá",15.761,"Somondoco","East",0.125,0,0.111,0.3,672
"15762","Región Centro Oriente",15,"Boyacá",15.762,"Sora","East",0.125,0,0.111,0.3,737
"15763","Región Centro Oriente",15,"Boyacá",15.763,"Sotaquirá","East",0.125,0,0.111,0.3,738
"15764","Región Centro Oriente",15,"Boyacá",15.764,"Soracá","East",0.125,0,0.111,0.3,739
"15774","Región Centro Oriente",15,"Boyacá",15.774,"Susacón","East",0.125,0,0.111,0.3,740
"15776","Región Centro Oriente",15,"Boyacá",15.776,"Sutamarchán","East",0.125,0,0.111,0.3,741
"15778","Región Centro Oriente",15,"Boyacá",15.778,"Sutatenza","East",0.125,0,0.111,0.3,742
"15790","Región Centro Oriente",15,"Boyacá",15.79,"Tasco","East",0.125,0,0.111,0.3,743
"15798","Región Centro Oriente",15,"Boyacá",15.798,"Tenza","East",0.125,0,0.111,0.3,744
"15804","Región Centro Oriente",15,"Boyacá",15.804,"Tibaná","East",0.125,0,0.111,0.3,745
"15806","Región Centro Oriente",15,"Boyacá",15.806,"Tibasosa","East",0.125,0,0.111,0.3,746
"15808","Región Centro Oriente",15,"Boyacá",15.808,"Tinjacá","East",0.125,0,0.111,0.3,747
"15810","Región Centro Oriente",15,"Boyacá",15.81,"Tipacoque","East",0.125,0,0.111,0.3,748
"15814","Región Centro Oriente",15,"Boyacá",15.814,"Toca","East",0.125,0,0.111,0.3,749
"15816","Región Centro Oriente",15,"Boyacá",15.816,"Togüí","East",0.125,0,0.111,0.3,750
"15820","Región Centro Oriente",15,"Boyacá",15.82,"Tópaga","East",0.125,0,0.111,0.3,751
"15822","Región Centro Oriente",15,"Boyacá",15.822,"Tota","East",0.125,0,0.111,0.3,752
"15832","Región Centro Oriente",15,"Boyacá",15.832,"Tununguá","East",0.125,0,0.111,0.3,753
"15835","Región Centro Oriente",15,"Boyacá",15.835,"Turmequé","East",0.125,0,0.111,0.3,754
"15837","Región Centro Oriente",15,"Boyacá",15.837,"Tuta","East",0.125,0,0.111,0.3,755
"15839","Región Centro Oriente",15,"Boyacá",15.839,"Tutazá","East",0.125,0,0.111,0.3,756
"15842","Región Centro Oriente",15,"Boyacá",15.842,"Umbita","East",0.125,0,0.111,0.3,673
"15861","Región Centro Oriente",15,"Boyacá",15.861,"Ventaquemada","East",0.125,0,0.111,0.3,674
"15879","Región Centro Oriente",15,"Boyacá",15.879,"Viracachá","East",0.125,0,0.111,0.3,675
"15897","Región Centro Oriente",15,"Boyacá",15.897,"Zetaquira","East",0.125,0,0.111,0.3,676
"17001","Región Eje Cafetero - Antioquia",17,"Caldas",17.001,"Manizales","North",0.25,0.222,0.333,0.1,229
"17013","Región Eje Cafetero - Antioquia",17,"Caldas",17.013,"Aguadas","North",0.25,0.222,0.333,0.1,230
"17042","Región Eje Cafetero - Antioquia",17,"Caldas",17.042,"Anserma","North",0.25,0.222,0.333,0.1,242
"17050","Región Eje Cafetero - Antioquia",17,"Caldas",17.05,"Aranzazu","North",0.25,0.222,0.333,0.1,241
"17088","Región Eje Cafetero - Antioquia",17,"Caldas",17.088,"Belalcázar","North",0.25,0.222,0.333,0.1,240
"17174","Región Eje Cafetero - Antioquia",17,"Caldas",17.174,"Chinchiná","North",0.25,0.222,0.333,0.1,239
"17272","Región Eje Cafetero - Antioquia",17,"Caldas",17.272,"Filadelfia","North",0.25,0.222,0.333,0.1,238
"17380","Región Eje Cafetero - Antioquia",17,"Caldas",17.38,"La Dorada","North",0.25,0.222,0.333,0.1,237
"17388","Región Eje Cafetero - Antioquia",17,"Caldas",17.388,"La Merced","North",0.25,0.222,0.333,0.1,236
"17433","Región Eje Cafetero - Antioquia",17,"Caldas",17.433,"Manzanares","North",0.25,0.222,0.333,0.1,235
"17442","Región Eje Cafetero - Antioquia",17,"Caldas",17.442,"Marmato","North",0.25,0.222,0.333,0.1,234
"17444","Región Eje Cafetero - Antioquia",17,"Caldas",17.444,"Marquetalia","North",0.25,0.222,0.333,0.1,233
"17446","Región Eje Cafetero - Antioquia",17,"Caldas",17.446,"Marulanda","North",0.25,0.222,0.333,0.1,232
"17486","Región Eje Cafetero - Antioquia",17,"Caldas",17.486,"Neira","North",0.25,0.222,0.333,0.1,231
"17495","Región Eje Cafetero - Antioquia",17,"Caldas",17.495,"Norcasia","North",0.25,0.222,0.333,0.1,243
"17513","Región Eje Cafetero - Antioquia",17,"Caldas",17.513,"Pácora","North",0.25,0.222,0.333,0.1,254
"17524","Región Eje Cafetero - Antioquia",17,"Caldas",17.524,"Palestina","North",0.25,0.222,0.333,0.1,253
"17541","Región Eje Cafetero - Antioquia",17,"Caldas",17.541,"Pensilvania","North",0.25,0.222,0.333,0.1,252
"17614","Región Eje Cafetero - Antioquia",17,"Caldas",17.614,"Riosucio","North",0.25,0.222,0.333,0.1,255
"17616","Región Eje Cafetero - Antioquia",17,"Caldas",17.616,"Risaralda","North",0.25,0.222,0.333,0.1,251
"17653","Región Eje Cafetero - Antioquia",17,"Caldas",17.653,"Salamina","North",0.25,0.222,0.333,0.1,250
"17662","Región Eje Cafetero - Antioquia",17,"Caldas",17.662,"Samaná","North",0.25,0.222,0.333,0.1,249
"17665","Región Eje Cafetero - Antioquia",17,"Caldas",17.665,"San José","North",0.25,0.222,0.333,0.1,248
"17777","Región Eje Cafetero - Antioquia",17,"Caldas",17.777,"Supía","North",0.25,0.222,0.333,0.1,247
"17867","Región Eje Cafetero - Antioquia",17,"Caldas",17.867,"Victoria","North",0.25,0.222,0.333,0.1,246
"17873","Región Eje Cafetero - Antioquia",17,"Caldas",17.873,"Villamaría","North",0.25,0.222,0.333,0.1,245
"17877","Región Eje Cafetero - Antioquia",17,"Caldas",17.877,"Viterbo","North",0.25,0.222,0.333,0.1,244
"18001","Región Centro Sur",18,"Caquetá",18.001,"Florencia","South",0.25,0,0,0.5,0
"18029","Región Centro Sur",18,"Caquetá",18.029,"Albania","South",0.25,0,0,0.5,1
"18094","Región Centro Sur",18,"Caquetá",18.094,"Belén de Los Andaquies","South",0.25,0,0,0.5,2
"18150","Región Centro Sur",18,"Caquetá",18.15,"Cartagena del Chairá","South",0.25,0,0,0.5,10
"18205","Región Centro Sur",18,"Caquetá",18.205,"Curillo","South",0.25,0,0,0.5,14
"18247","Región Centro Sur",18,"Caquetá",18.247,"El Doncello","South",0.25,0,0,0.5,3
"18256","Región Centro Sur",18,"Caquetá",18.256,"El Paujil","South",0.25,0,0,0.5,4
"18410","Región Centro Sur",18,"Caquetá",18.41,"La Montañita","South",0.25,0,0,0.5,5
"18460","Región Centro Sur",18,"Caquetá",18.46,"Milán","South",0.25,0,0,0.5,6
"18479","Región Centro Sur",18,"Caquetá",18.479,"Morelia","South",0.25,0,0,0.5,7
"18592","Región Centro Sur",18,"Caquetá",18.592,"Puerto Rico","South",0.25,0,0,0.5,15
"18610","Región Centro Sur",18,"Caquetá",18.61,"San José del Fragua","South",0.25,0,0,0.5,8
"18753","Región Centro Sur",18,"Caquetá",18.753,"San Vicente del Caguán","South",0.25,0,0,0.5,11
"18756","Región Centro Sur",18,"Caquetá",18.756,"Solano","South",0.25,0,0,0.5,12
"18785","Región Centro Sur",18,"Caquetá",18.785,"Solita","South",0.25,0,0,0.5,13
"18860","Región Centro Sur",18,"Caquetá",18.86,"Valparaíso","South",0.25,0,0,0.5,9
"19001","Región Pacífico",19,"Cauca",19.001,"Popayán","West",0.125,0,0.111,0.3,16
"19022","Región Pacífico",19,"Cauca",19.022,"Almaguer","West",0.125,0,0.111,0.3,17
"19050","Región Pacífico",19,"Cauca",19.05,"Argelia","West",0.125,0,0.111,0.3,18
"19075","Región Pacífico",19,"Cauca",19.075,"Balboa","West",0.125,0,0.111,0.3,19
"19100","Región Pacífico",19,"Cauca",19.1,"Bolívar","West",0.125,0,0.111,0.3,20
"19110","Región Pacífico",19,"Cauca",19.11,"Buenos Aires","West",0.125,0,0.111,0.3,21
"19130","Región Pacífico",19,"Cauca",19.13,"Cajibío","West",0.125,0,0.111,0.3,22
"19137","Región Pacífico",19,"Cauca",19.137,"Caldono","West",0.125,0,0.111,0.3,23
"19142","Región Pacífico",19,"Cauca",19.142,"Caloto","West",0.125,0,0.111,0.3,24
"19212","Región Pacífico",19,"Cauca",19.212,"Corinto","West",0.125,0,0.111,0.3,25
"19256","Región Pacífico",19,"Cauca",19.256,"El Tambo","West",0.125,0,0.111,0.3,53
"19290","Región Pacífico",19,"Cauca",19.29,"Florencia","West",0.125,0,0.111,0.3,26
"19300","Región Pacífico",19,"Cauca",19.3,"Guachené","West",0.125,0,0.111,0.3,27
"19318","Región Pacífico",19,"Cauca",19.318,"Guapi","West",0.125,0,0.111,0.3,54
"19355","Región Pacífico",19,"Cauca",19.355,"Inzá","West",0.125,0,0.111,0.3,28
"19364","Región Pacífico",19,"Cauca",19.364,"Jambaló","West",0.125,0,0.111,0.3,29
"19392","Región Pacífico",19,"Cauca",19.392,"La Sierra","West",0.125,0,0.111,0.3,30
"19397","Región Pacífico",19,"Cauca",19.397,"La Vega","West",0.125,0,0.111,0.3,31
"19418","Región Pacífico",19,"Cauca",19.418,"López","West",0.125,0,0.111,0.3,55
"19450","Región Pacífico",19,"Cauca",19.45,"Mercaderes","West",0.125,0,0.111,0.3,32
"19455","Región Pacífico",19,"Cauca",19.455,"Miranda","West",0.125,0,0.111,0.3,33
"19473","Región Pacífico",19,"Cauca",19.473,"Morales","West",0.125,0,0.111,0.3,34
"19513","Región Pacífico",19,"Cauca",19.513,"Padilla","West",0.125,0,0.111,0.3,35
"19517","Región Pacífico",19,"Cauca",19.517,"Páez","West",0.125,0,0.111,0.3,36
"19532","Región Pacífico",19,"Cauca",19.532,"Patía","West",0.125,0,0.111,0.3,37
"19533","Región Pacífico",19,"Cauca",19.533,"Piamonte","West",0.125,0,0.111,0.3,38
"19548","Región Pacífico",19,"Cauca",19.548,"Piendamó","West",0.125,0,0.111,0.3,39
"19573","Región Pacífico",19,"Cauca",19.573,"Puerto Tejada","West",0.125,0,0.111,0.3,40
"19585","Región Pacífico",19,"Cauca",19.585,"Puracé","West",0.125,0,0.111,0.3,41
"19622","Región Pacífico",19,"Cauca",19.622,"Rosas","West",0.125,0,0.111,0.3,42
"19693","Región Pacífico",19,"Cauca",19.693,"San Sebastián","West",0.125,0,0.111,0.3,43
"19698","Región Pacífico",19,"Cauca",19.698,"Santander de Quilichao","West",0.125,0,0.111,0.3,44
"19701","Región Pacífico",19,"Cauca",19.701,"Santa Rosa","West",0.125,0,0.111,0.3,45
"19743","Región Pacífico",19,"Cauca",19.743,"Silvia","West",0.125,0,0.111,0.3,46
"19760","Región Pacífico",19,"Cauca",19.76,"Sotara","West",0.125,0,0.111,0.3,47
"19780","Región Pacífico",19,"Cauca",19.78,"Suárez","West",0.125,0,0.111,0.3,48
"19785","Región Pacífico",19,"Cauca",19.785,"Sucre","West",0.125,0,0.111,0.3,49
"19807","Región Pacífico",19,"Cauca",19.807,"Timbío","West",0.125,0,0.111,0.3,50
"19809","Región Pacífico",19,"Cauca",19.809,"Timbiquí","West",0.125,0,0.111,0.3,56
"19821","Región Pacífico",19,"Cauca",19.821,"Toribio","West",0.125,0,0.111,0.3,51
"19824","Región Pacífico",19,"Cauca",19.824,"Totoró","West",0.125,0,0.111,0.3,52
"19845","Región Pacífico",19,"Cauca",19.845,"Villa Rica","West",0.125,0,0.111,0.3,57
"20001","Región Caribe",20,"Cesar",20.001,"Valledupar","North",0.25,0.222,0.333,0.1,550
"20011","Región Caribe",20,"Cesar",20.011,"Aguachica","North",0.25,0.222,0.333,0.1,556
"20013","Región Caribe",20,"Cesar",20.013,"Agustín Codazzi","North",0.25,0.222,0.333,0.1,551
"20032","Región Caribe",20,"Cesar",20.032,"Astrea","North",0.25,0.222,0.333,0.1,532
"20045","Región Caribe",20,"Cesar",20.045,"Becerril","North",0.25,0.222,0.333,0.1,552
"20060","Región Caribe",20,"Cesar",20.06,"Bosconia","North",0.25,0.222,0.333,0.1,533
"20175","Región Caribe",20,"Cesar",20.175,"Chimichagua","North",0.25,0.222,0.333,0.1,534
"20178","Región Caribe",20,"Cesar",20.178,"Chiriguaná","North",0.25,0.222,0.333,0.1,535
"20228","Región Caribe",20,"Cesar",20.228,"Curumaní","North",0.25,0.222,0.333,0.1,536
"20238","Región Caribe",20,"Cesar",20.238,"El Copey","North",0.25,0.222,0.333,0.1,537
"20250","Región Caribe",20,"Cesar",20.25,"El Paso","North",0.25,0.222,0.333,0.1,538
"20295","Región Caribe",20,"Cesar",20.295,"Gamarra","North",0.25,0.222,0.333,0.1,539
"20310","Región Caribe",20,"Cesar",20.31,"González","North",0.25,0.222,0.333,0.1,540
"20383","Región Caribe",20,"Cesar",20.383,"La Gloria","North",0.25,0.222,0.333,0.1,541
"20400","Región Caribe",20,"Cesar",20.4,"La Jagua de Ibirico","North",0.25,0.222,0.333,0.1,542
"20443","Región Caribe",20,"Cesar",20.443,"Manaure","North",0.25,0.222,0.333,0.1,543
"20517","Región Caribe",20,"Cesar",20.517,"Pailitas","North",0.25,0.222,0.333,0.1,544
"20550","Región Caribe",20,"Cesar",20.55,"Pelaya","North",0.25,0.222,0.333,0.1,545
"20570","Región Caribe",20,"Cesar",20.57,"Pueblo Bello","North",0.25,0.222,0.333,0.1,554
"20614","Región Caribe",20,"Cesar",20.614,"Río de Oro","North",0.25,0.222,0.333,0.1,546
"20621","Región Caribe",20,"Cesar",20.621,"La Paz","North",0.25,0.222,0.333,0.1,553
"20710","Región Caribe",20,"Cesar",20.71,"San Alberto","North",0.25,0.222,0.333,0.1,547
"20750","Región Caribe",20,"Cesar",20.75,"San Diego","North",0.25,0.222,0.333,0.1,548
"20770","Región Caribe",20,"Cesar",20.77,"San Martín","North",0.25,0.222,0.333,0.1,555
"20787","Región Caribe",20,"Cesar",20.787,"Tamalameque","North",0.25,0.222,0.333,0.1,549
"23001","Región Caribe",23,"Córdoba",23.001,"Montería","North",0.25,0.222,0.333,0.1,436
"23068","Región Caribe",23,"Córdoba",23.068,"Ayapel","North",0.25,0.222,0.333,0.1,437
"23079","Región Caribe",23,"Córdoba",23.079,"Buenavista","North",0.25,0.222,0.333,0.1,438
"23090","Región Caribe",23,"Córdoba",23.09,"Canalete","North",0.25,0.222,0.333,0.1,439
"23162","Región Caribe",23,"Córdoba",23.162,"Cereté","North",0.25,0.222,0.333,0.1,440
"23168","Región Caribe",23,"Córdoba",23.168,"Chimá","North",0.25,0.222,0.333,0.1,441
"23182","Región Caribe",23,"Córdoba",23.182,"Chinú","North",0.25,0.222,0.333,0.1,442
"23189","Región Caribe",23,"Córdoba",23.189,"Ciénaga de Oro","North",0.25,0.222,0.333,0.1,443
"23300","Región Caribe",23,"Córdoba",23.3,"Cotorra","North",0.25,0.222,0.333,0.1,444
"23350","Región Caribe",23,"Córdoba",23.35,"La Apartada","North",0.25,0.222,0.333,0.1,445
"23417","Región Caribe",23,"Córdoba",23.417,"Lorica","North",0.25,0.222,0.333,0.1,446
"23419","Región Caribe",23,"Córdoba",23.419,"Los Córdobas","North",0.25,0.222,0.333,0.1,447
"23464","Región Caribe",23,"Córdoba",23.464,"Momil","North",0.25,0.222,0.333,0.1,448
"23466","Región Caribe",23,"Córdoba",23.466,"Montelíbano","North",0.25,0.222,0.333,0.1,463
"23500","Región Caribe",23,"Córdoba",23.5,"Moñitos","North",0.25,0.222,0.333,0.1,449
"23555","Región Caribe",23,"Córdoba",23.555,"Planeta Rica","North",0.25,0.222,0.333,0.1,450
"23570","Región Caribe",23,"Córdoba",23.57,"Pueblo Nuevo","North",0.25,0.222,0.333,0.1,451
"23574","Región Caribe",23,"Córdoba",23.574,"Puerto Escondido","North",0.25,0.222,0.333,0.1,452
"23580","Región Caribe",23,"Córdoba",23.58,"Puerto Libertador","North",0.25,0.222,0.333,0.1,464
"23586","Región Caribe",23,"Córdoba",23.586,"Purísima","North",0.25,0.222,0.333,0.1,453
"23660","Región Caribe",23,"Córdoba",23.66,"Sahagún","North",0.25,0.222,0.333,0.1,454
"23670","Región Caribe",23,"Córdoba",23.67,"San Andrés Sotavento","North",0.25,0.222,0.333,0.1,455
"23672","Región Caribe",23,"Córdoba",23.672,"San Antero","North",0.25,0.222,0.333,0.1,456
"23675","Región Caribe",23,"Córdoba",23.675,"San Bernardo del Viento","North",0.25,0.222,0.333,0.1,457
"23678","Región Caribe",23,"Córdoba",23.678,"San Carlos","North",0.25,0.222,0.333,0.1,458
"23682","Región Caribe",23,"Córdoba",23.682,"San José de Uré","North",0.25,0.222,0.333,0.1,459
"23686","Región Caribe",23,"Córdoba",23.686,"San Pelayo","North",0.25,0.222,0.333,0.1,460
"23807","Región Caribe",23,"Córdoba",23.807,"Tierralta","North",0.25,0.222,0.333,0.1,465
"23815","Región Caribe",23,"Córdoba",23.815,"Tuchín","North",0.25,0.222,0.333,0.1,461
"23855","Región Caribe",23,"Córdoba",23.855,"Valencia","North",0.25,0.222,0.333,0.1,462
"25001","Región Centro Oriente",25,"Cundinamarca",25.001,"Agua de Dios","East",0.125,0,0.111,0.3,867
"25019","Región Centro Oriente",25,"Cundinamarca",25.019,"Albán","East",0.125,0,0.111,0.3,760
"25035","Región Centro Oriente",25,"Cundinamarca",25.035,"Anapoima","East",0.125,0,0.111,0.3,761
"25040","Región Centro Oriente",25,"Cundinamarca",25.04,"Anolaima","East",0.125,0,0.111,0.3,762
"25053","Región Centro Oriente",25,"Cundinamarca",25.053,"Arbeláez","East",0.125,0,0.111,0.3,763
"25086","Región Centro Oriente",25,"Cundinamarca",25.086,"Beltrán","East",0.125,0,0.111,0.3,764
"25095","Región Centro Oriente",25,"Cundinamarca",25.095,"Bituima","East",0.125,0,0.111,0.3,765
"25099","Región Centro Oriente",25,"Cundinamarca",25.099,"Bojacá","East",0.125,0,0.111,0.3,766
"25120","Región Centro Oriente",25,"Cundinamarca",25.12,"Cabrera","East",0.125,0,0.111,0.3,767
"25123","Región Centro Oriente",25,"Cundinamarca",25.123,"Cachipay","East",0.125,0,0.111,0.3,768
"25126","Región Centro Oriente",25,"Cundinamarca",25.126,"Cajicá","East",0.125,0,0.111,0.3,769
"25148","Región Centro Oriente",25,"Cundinamarca",25.148,"Caparrapí","East",0.125,0,0.111,0.3,770
"25151","Región Centro Oriente",25,"Cundinamarca",25.151,"Caqueza","East",0.125,0,0.111,0.3,771
"25154","Región Centro Oriente",25,"Cundinamarca",25.154,"Carmen de Carupa","East",0.125,0,0.111,0.3,772
"25168","Región Centro Oriente",25,"Cundinamarca",25.168,"Chaguaní","East",0.125,0,0.111,0.3,773
"25175","Región Centro Oriente",25,"Cundinamarca",25.175,"Chía","East",0.125,0,0.111,0.3,1113
"25178","Región Centro Oriente",25,"Cundinamarca",25.178,"Chipaque","East",0.125,0,0.111,0.3,774
"25181","Región Centro Oriente",25,"Cundinamarca",25.181,"Choachí","East",0.125,0,0.111,0.3,775
"25183","Región Centro Oriente",25,"Cundinamarca",25.183,"Chocontá","East",0.125,0,0.111,0.3,776
"25200","Región Centro Oriente",25,"Cundinamarca",25.2,"Cogua","East",0.125,0,0.111,0.3,777
"25214","Región Centro Oriente",25,"Cundinamarca",25.214,"Cota","East",0.125,0,0.111,0.3,778
"25224","Región Centro Oriente",25,"Cundinamarca",25.224,"Cucunubá","East",0.125,0,0.111,0.3,779
"25245","Región Centro Oriente",25,"Cundinamarca",25.245,"El Colegio","East",0.125,0,0.111,0.3,780
"25258","Región Centro Oriente",25,"Cundinamarca",25.258,"El Peñón","East",0.125,0,0.111,0.3,781
"25260","Región Centro Oriente",25,"Cundinamarca",25.26,"El Rosal","East",0.125,0,0.111,0.3,1114
"25269","Región Centro Oriente",25,"Cundinamarca",25.269,"Facatativá","East",0.125,0,0.111,0.3,782
"25279","Región Centro Oriente",25,"Cundinamarca",25.279,"Fomeque","East",0.125,0,0.111,0.3,783
"25281","Región Centro Oriente",25,"Cundinamarca",25.281,"Fosca","East",0.125,0,0.111,0.3,784
"25286","Región Centro Oriente",25,"Cundinamarca",25.286,"Funza","East",0.125,0,0.111,0.3,785
"25288","Región Centro Oriente",25,"Cundinamarca",25.288,"Fúquene","East",0.125,0,0.111,0.3,786
"25290","Región Centro Oriente",25,"Cundinamarca",25.29,"Fusagasugá","East",0.125,0,0.111,0.3,1117
"25293","Región Centro Oriente",25,"Cundinamarca",25.293,"Gachala","East",0.125,0,0.111,0.3,787
"25295","Región Centro Oriente",25,"Cundinamarca",25.295,"Gachancipá","East",0.125,0,0.111,0.3,788
"25297","Región Centro Oriente",25,"Cundinamarca",25.297,"Gachetá","East",0.125,0,0.111,0.3,789
"25299","Región Centro Oriente",25,"Cundinamarca",25.299,"Gama","East",0.125,0,0.111,0.3,790
"25307","Región Centro Oriente",25,"Cundinamarca",25.307,"Girardot","East",0.125,0,0.111,0.3,1111
"25312","Región Centro Oriente",25,"Cundinamarca",25.312,"Granada","East",0.125,0,0.111,0.3,791
"25317","Región Centro Oriente",25,"Cundinamarca",25.317,"Guachetá","East",0.125,0,0.111,0.3,792
"25320","Región Centro Oriente",25,"Cundinamarca",25.32,"Guaduas","East",0.125,0,0.111,0.3,793
"25322","Región Centro Oriente",25,"Cundinamarca",25.322,"Guasca","East",0.125,0,0.111,0.3,794
"25324","Región Centro Oriente",25,"Cundinamarca",25.324,"Guataquí","East",0.125,0,0.111,0.3,795
"25326","Región Centro Oriente",25,"Cundinamarca",25.326,"Guatavita","East",0.125,0,0.111,0.3,796
"25328","Región Centro Oriente",25,"Cundinamarca",25.328,"Guayabal de Siquima","East",0.125,0,0.111,0.3,797
"25335","Región Centro Oriente",25,"Cundinamarca",25.335,"Guayabetal","East",0.125,0,0.111,0.3,798
"25339","Región Centro Oriente",25,"Cundinamarca",25.339,"Gutiérrez","East",0.125,0,0.111,0.3,799
